Boat_Position_Z,Boat_Velocity_Z,Load_Position_Z,Load_Velocity_Z,Target_Load_Position_Z,Target_Load_Velocity_Z,Action,Winch_Velocity,Reward
-0.48472504158399543,0.0,27.67473707003915,53.494741400783,25.0,0.0,-0.1747591495513916,-0.1747591495513916,-2868.8415759304885
-0.4968817731507149,-0.24313463133438962,27.557531715194408,-2.344107096894845,25.0,0.0,2.5771740674972534,2.5771740674972534,-12.035806555938027
-0.514133976071447,-0.3450440584146408,27.42479471998029,-2.654739904282337,25.0,0.0,2.9855042695999146,2.9855042695999146,-12.927273393433289
-0.5361929680662414,-0.4411798398958888,27.296666250947823,-2.5625693806493643,25.0,0.0,2.9855042695999146,2.9855042695999146,-11.841437698884395
-0.5625547007097922,-0.5272346528710159,27.17266356332361,-2.4800537524842525,25.0,0.0,2.9855042695999146,2.9855042695999146,-10.871133574605267
-0.592398949746372,-0.5968849807315957,27.05200078871426,-2.4132554921870053,25.0,0.0,2.9855042695999146,2.9855042695999146,-10.03450930745469
-0.6245022521800093,-0.642066048672747,26.933505348454375,-2.3699088051976958,25.0,0.0,2.9855042695999146,2.9855042695999146,-9.354910677455244
-0.6572883111170174,-0.6557211787401607,26.815666142513862,-2.3567841188102534,25.0,0.0,2.9855042695999146,2.9855042695999146,-8.85107492374739
-0.6886905280136368,-0.6280443379323897,26.69650161564308,-2.383290537415661,25.0,0.0,2.9855042695999146,2.9855042695999146,-8.558191517614608
-0.7165873172251676,-0.5579357842306143,26.573977094515612,-2.4504904225493362,25.0,0.0,2.9855042695999146,2.9855042695999146,-8.482307205065833
-0.7387883592307305,-0.44402084011125886,26.445991673116957,-2.5597084279731064,25.0,0.0,2.9855042695999146,2.9855042695999146,-8.642999154960128
-0.753378270014159,-0.29179821566857056,26.31070792993144,-2.7056748637103567,25.0,0.0,2.9855042695999146,2.9855042695999146,-9.038631745699217
-0.758780752681767,-0.10804965335216021,26.166613685207096,-2.881884894486859,25.0,0.0,2.9855042695999146,2.9855042695999146,-9.666248035584017
-0.7536028006763417,0.10355904010850736,26.012364493761062,-3.0849838289206843,25.0,0.0,2.9856709241867065,2.9856709241867065,-10.542007092930216
-0.7387837769723187,0.29638047408045987,25.849926961106995,-3.248750653081345,25.0,0.0,2.964526891708374,2.964526891708374,-11.276756645113036
-0.7183789802642133,0.4080959341621071,25.722630307536534,-2.545933071409223,25.0,0.0,2.1545870304107666,2.1545870304107666,-7.003969765465547
-0.69503237365568,0.4669321321706654,25.66283441177403,-1.1959179152501065,25.0,0.0,0.7481660842895508,0.7481660842895508,-1.8695691174479832
-0.6697016491548025,0.5066144900175518,25.611321669509493,-1.030254845290699,25.0,0.0,0.5444694757461548,0.5444694757461548,-1.4351392298568364
-0.6432436890846023,0.5291592014040036,25.55872908189904,-1.051851752209103,25.0,0.0,0.5444694757461548,0.5444694757461548,-1.4185702955851027
-0.6164832999592178,0.5352077825076895,25.50997614420414,-0.9750587538979971,25.0,0.0,0.4618985652923584,0.4618985652923584,-1.210815241210435
-0.585786750858028,0.6139309820237959,25.462414239172247,-0.9512381006378234,25.0,0.0,0.3626246452331543,0.3626246452331543,-1.1186808526943022
-0.5604056215146198,0.5076225868681639,25.4301493165162,-0.6452984531209438,25.0,0.0,0.15863120555877686,0.15863120555877686,-0.6014385280996369
-0.5360371712802374,0.48736900468764777,25.391377752226774,-0.7754312857885282,25.0,0.0,0.3082001209259033,0.3082001209259033,-0.7544702239177319
-0.5010607928223505,0.6995275691577385,25.347454900499798,-0.8784570345395082,25.0,0.0,0.20786547660827637,0.20786547660827637,-0.8924116694132713
-0.47511146343586896,0.5189865877296307,25.332311979754728,-0.30285841490140797,25.0,0.0,-0.19463592767715454,-0.19463592767715454,-0.2021544713651
-0.4504085083374193,0.4940591019689933,25.300050722055232,-0.6452251539899123,25.0,0.0,0.17164528369903564,0.17164528369903564,-0.5063459351471723
-0.42274999656330614,0.5531702354822632,25.271865672473005,-0.5637009916445379,25.0,0.0,0.03348255157470703,0.03348255157470703,-0.3916697518502348
-0.39302030398702326,0.5945938515256577,25.247469928065122,-0.48791488815766115,25.0,0.0,-0.0819820761680603,-0.0819820761680603,-0.2993023033824598
-0.35801184972025335,0.7001690853353981,25.22220009842001,-0.5053965929022297,25.0,0.0,-0.16565537452697754,-0.16565537452697754,-0.3047985998550446
-0.31869149028790345,0.7864071886469981,25.202395877973487,-0.39608440893047714,25.0,0.0,-0.3575740456581116,-0.3575740456581116,-0.19784695041846403
-0.27872961467789026,0.7992375122002637,25.187719871703187,-0.2935201254059905,25.0,0.0,-0.47238510847091675,-0.47238510847091675,-0.12139281425060952
-0.23442834035182591,0.8860254865212869,25.16941359747274,-0.36612548460894345,25.0,0.0,-0.4828900694847107,-0.4828900694847107,-0.16274883748878935
-0.18658498027337755,0.9568672015689672,25.155609544796057,-0.27608105353365886,25.0,0.0,-0.6407482624053955,-0.6407482624053955,-0.10043507855189115
-0.13192321967805065,1.093235211906538,25.139270980998617,-0.3267712759488006,25.0,0.0,-0.7206323146820068,-0.7206323146820068,-0.12617587293352442
-0.08096392387952345,1.019185915970544,25.13632401138463,-0.05893939227973988,25.0,0.0,-0.9174347519874573,-0.9174347519874573,-0.022058088042301856
-0.02440052604326559,1.1312679567251571,25.119609781952818,-0.3342845886362511,25.0,0.0,-0.7493677139282227,-0.7493677139282227,-0.1260526861385082
0.028808658635494977,1.0641836935752114,25.117355542982104,-0.045084779414281684,25.0,0.0,-0.9742146134376526,-0.9742146134376526,-0.015804960803458803
