t,x,y,z
0.050, -10286.814, -2411.287, 964.096
0.050, -10298.597, -2396.447, 965.035
0.050, -10310.259, -2381.728, 965.242
0.050, -10321.645, -2367.330, 964.480
0.050, -10332.622, -2353.428, 962.518
0.050, -10343.111, -2340.121, 959.162
0.050, -10353.084, -2327.439, 954.270
0.050, -10362.551, -2315.358, 947.771
0.050, -10371.476, -2303.875, 939.731
0.050, -10379.743, -2293.043, 930.401
0.050, -10387.221, -2282.998, 920.264
0.050, -10393.818, -2273.874, 910.107
0.050, -10399.490, -2265.628, 901.039
0.050, -10404.244, -2258.086, 894.283
0.050, -10408.118, -2251.094, 890.852
0.050, -10411.155, -2244.659, 891.269
0.050, -10413.359, -2239.057, 895.300
0.050, -10414.549, -2235.326, 900.600
0.050, -10414.755, -2233.509, 905.648
0.050, -10414.215, -2233.069, 910.040
0.050, -10413.160, -2233.661, 913.526
0.050, -10411.801, -2235.090, 915.976
0.050, -10410.327, -2237.266, 917.354
0.063, -10408.896, -2240.239, 917.572
0.064, -10407.252, -2245.267, 916.458
0.054, -10406.189, -2250.615, 914.398
0.050, -10405.550, -2256.226, 911.828
0.050, -10405.207, -2262.638, 908.576
0.050, -10405.133, -2269.813, 904.651
0.050, -10405.276, -2277.729, 900.082
0.050, -10405.558, -2286.383, 894.918
0.050, -10405.877, -2295.780, 889.240
0.050, -10406.104, -2305.879, 883.199
0.050, -10406.077, -2316.575, 877.017
0.050, -10405.613, -2327.686, 870.976
0.050, -10404.522, -2338.978, 865.375
0.050, -10402.633, -2350.193, 860.482
0.051, -10399.742, -2361.297, 856.416
0.050, -10395.897, -2371.655, 853.401
0.050, -10391.047, -2381.352, 851.279
0.050, -10385.291, -2390.302, 849.744
0.050, -10378.780, -2398.487, 848.387
0.050, -10371.650, -2405.991, 846.936
0.050, -10364.011, -2412.980, 845.225
0.050, -10355.957, -2419.656, 843.042
0.050, -10347.652, -2426.156, 840.169
0.050, -10339.146, -2432.685, 836.431
0.050, -10330.471, -2439.425, 831.739
0.050, -10321.614, -2446.566, 826.085
0.050, -10312.521, -2454.306, 819.544
0.050, -10303.115, -2462.855, 812.270
0.050, -10293.309, -2472.441, 804.489
0.050, -10283.035, -2483.284, 796.487
0.050, -10272.257, -2495.578, 788.580
0.050, -10261.014, -2509.438, 781.100
0.050, -10249.534, -2524.755, 774.444
0.050, -10238.275, -2541.111, 769.077
0.050, -10227.815, -2557.861, 765.415
0.050, -10218.702, -2574.252, 763.711
0.050, -10211.329, -2589.546, 763.987
0.050, -10205.874, -2603.101, 766.025
0.050, -10202.317, -2614.435, 769.433
0.050, -10200.502, -2623.237, 773.641
0.050, -10200.305, -2629.414, 777.673
0.050, -10201.445, -2633.374, 781.054
0.050, -10203.526, -2635.575, 783.614
0.050, -10206.167, -2636.344, 785.247
0.050, -10209.024, -2635.895, 785.904
0.050, -10211.784, -2634.380, 785.623
0.050, -10214.107, -2632.017, 784.620
0.050, -10215.725, -2628.979, 783.117
0.050, -10216.486, -2625.356, 781.214
0.050, -10216.330, -2621.169, 778.942
0.050, -10215.251, -2616.389, 776.353
0.050, -10213.287, -2610.944, 773.512
0.050, -10210.518, -2604.733, 770.502
0.050, -10207.058, -2597.632, 767.426
0.050, -10203.057, -2589.502, 764.406
0.050, -10198.697, -2580.199, 761.585
0.050, -10194.188, -2569.579, 759.117
0.050, -10189.756, -2557.522, 757.149
0.050, -10185.670, -2543.963, 755.667
0.050, -10182.158, -2528.928, 754.607
0.050, -10179.394, -2512.607, 753.968
0.050, -10177.521, -2495.196, 753.785
0.050, -10176.680, -2477.144, 754.179
0.050, -10176.965, -2458.961, 755.218
0.050, -10178.400, -2441.143, 756.889
0.050, -10180.891, -2424.178, 759.162
0.050, -10184.188, -2408.567, 762.018
0.050, -10187.973, -2394.722, 765.392
0.050, -10191.907, -2382.937, 769.192
0.050, -10195.676, -2373.374, 773.314
0.050, -10199.029, -2366.065, 777.664
0.050, -10201.820, -2360.911, 782.165
0.050, -10204.008, -2357.703, 786.753
0.050, -10205.677, -2356.128, 791.385
0.050, -10207.012, -2355.809, 796.033
0.055, -10208.389, -2356.411, 801.048
0.061, -10209.430, -2357.087, 804.294
0.076, -10212.231, -2358.467, 810.402
0.054, -10216.992, -2359.180, 816.498
0.067, -10223.881, -2358.910, 822.530
0.056, -10231.721, -2357.789, 827.824
0.050, -10239.692, -2356.262, 832.407
0.054, -10248.882, -2354.302, 837.075
0.050, -10259.035, -2352.168, 841.783
0.050, -10269.110, -2350.336, 846.224
0.050, -10279.289, -2348.992, 850.604
0.051, -10289.632, -2348.372, 855.018
0.050, -10299.438, -2348.679, 859.210
0.050, -10308.951, -2350.011, 863.288
0.064, -10320.400, -2353.286, 868.178
0.050, -10329.100, -2356.957, 871.862
0.051, -10337.607, -2361.577, 875.394
0.058, -10347.095, -2367.827, 879.213
0.063, -10355.899, -2374.415, 882.645
0.054, -10360.803, -2378.346, 884.511
0.050, -10372.255, -2387.798, 888.901
0.061, -10383.277, -2396.886, 893.207
0.056, -10393.605, -2405.342, 897.317
0.069, -10405.628, -2415.127, 902.213
0.052, -10415.025, -2422.791, 906.175
0.054, -10424.158, -2430.343, 910.143
0.050, -10431.551, -2436.616, 913.440
0.050, -10438.095, -2442.384, 916.406
0.050, -10443.759, -2447.609, 918.993
0.050, -10448.570, -2452.253, 921.179
0.050, -10452.549, -2456.291, 922.925
0.051, -10455.726, -2459.737, 924.199
0.050, -10458.169, -2462.664, 924.966
0.051, -10459.860, -2465.017, 925.084
0.050, -10460.818, -2466.774, 924.442
0.050, -10461.089, -2468.000, 922.959
0.050, -10460.673, -2468.733, 920.583
0.050, -10459.554, -2469.025, 917.310
0.050, -10457.706, -2468.939, 913.179
0.050, -10455.091, -2468.544, 908.273
0.050, -10451.667, -2467.911, 902.706
0.050, -10447.399, -2467.099, 896.613
0.050, -10442.268, -2466.154, 890.136
0.050, -10436.276, -2465.100, 883.405
0.050, -10429.454, -2463.919, 876.510
0.050, -10421.870, -2462.559, 869.492
0.050, -10413.621, -2460.935, 862.327
0.050, -10404.856, -2458.954, 854.952
0.050, -10395.720, -2456.527, 847.240
0.050, -10386.370, -2453.594, 839.043
0.050, -10376.947, -2450.131, 830.210
0.050, -10367.578, -2446.128, 820.612
0.050, -10358.416, -2441.593, 810.224
0.050, -10349.555, -2436.520, 799.052
0.050, -10341.075, -2430.914, 787.204
0.050, -10333.011, -2424.799, 774.859
0.050, -10325.337, -2418.242, 762.276
0.060, -10316.813, -2410.258, 747.827
0.050, -10309.341, -2403.078, 735.507
0.050, -10302.036, -2396.488, 724.584
0.050, -10294.510, -2390.743, 715.106
0.050, -10286.627, -2386.331, 707.418
0.050, -10278.307, -2383.713, 701.770
0.050, -10269.519, -2383.240, 698.273
0.050, -10260.278, -2385.110, 696.891
0.050, -10250.639, -2389.343, 697.421
0.050, -10240.655, -2395.682, 699.158
0.050, -10230.398, -2403.621, 701.383
0.050, -10220.037, -2412.735, 703.703
0.050, -10209.781, -2422.688, 705.928
0.050, -10199.837, -2433.219, 707.987
0.050, -10190.383, -2444.121, 709.860
0.050, -10181.548, -2455.181, 711.550
0.050, -10173.396, -2466.098, 712.964
0.050, -10165.948, -2476.565, 714.025
0.050, -10159.189, -2486.289, 714.746
0.050, -10153.079, -2495.005, 715.229
0.050, -10147.571, -2502.481, 715.653
0.050, -10142.629, -2508.544, 716.249
0.050, -10138.235, -2513.091, 717.262
0.050, -10134.403, -2516.110, 718.916
0.050, -10131.216, -2517.605, 721.089
0.050, -10128.805, -2517.614, 723.355
0.050, -10127.271, -2516.311, 725.476
0.050, -10126.680, -2513.966, 727.365
0.050, -10127.054, -2510.928, 729.052
0.050, -10128.385, -2507.556, 730.603
0.050, -10130.655, -2504.162, 732.081
0.050, -10133.829, -2500.997, 733.543
0.050, -10137.861, -2498.232, 735.047
0.050, -10142.690, -2495.961, 736.652
0.050, -10148.247, -2494.192, 738.421
0.050, -10154.456, -2492.864, 740.417
0.050, -10161.237, -2491.852, 742.705
0.050, -10168.509, -2490.989, 745.348
0.050, -10176.193, -2490.082, 748.402
0.050, -10184.219, -2488.936, 751.916
0.050, -10192.527, -2487.370, 755.926
0.050, -10201.068, -2485.236, 760.458
0.050, -10209.809, -2482.429, 765.529
0.050, -10218.728, -2478.895, 771.146
0.050, -10227.820, -2474.641, 777.305
0.050, -10237.100, -2469.717, 784.010
0.050, -10246.533, -2464.247, 791.216
0.050, -10256.126, -2458.371, 798.905
0.050, -10265.861, -2452.258, 807.033
0.050, -10275.701, -2446.099, 815.538
0.050, -10285.568, -2440.105, 824.354
0.050, -10295.267, -2434.601, 833.454
0.050, -10304.550, -2429.928, 842.757
0.050, -10313.178, -2426.368, 852.130
0.050, -10320.946, -2424.110, 861.425
0.050, -10327.707, -2423.210, 870.502
0.050, -10333.392, -2423.590, 879.253
0.050, -10338.021, -2425.020, 887.614
0.050, -10341.662, -2427.188, 895.522
0.050, -10344.407, -2429.739, 902.914
0.050, -10346.402, -2432.276, 909.775
0.050, -10347.809, -2434.421, 916.099
0.050, -10348.783, -2435.874, 921.863
0.050, -10349.456, -2436.462, 927.066
0.050, -10349.915, -2436.136, 931.663
0.050, -10350.215, -2434.975, 935.660
0.050, -10350.372, -2433.154, 939.053
0.050, -10350.378, -2430.902, 941.842
0.050, -10350.211, -2428.473, 944.028
0.050, -10349.841, -2426.098, 945.617
0.050, -10349.246, -2423.978, 946.609
0.050, -10348.413, -2422.250, 947.017
0.050, -10347.346, -2420.979, 946.844
0.050, -10346.052, -2420.186, 945.942
0.050, -10344.547, -2419.856, 944.036
0.050, -10342.855, -2419.947, 940.908
0.050, -10341.005, -2420.404, 936.403
0.050, -10339.022, -2421.166, 930.438
0.050, -10336.930, -2422.177, 922.997
0.050, -10334.748, -2423.385, 914.136
0.050, -10332.493, -2424.738, 903.986
0.050, -10330.186, -2426.188, 892.760
0.050, -10327.856, -2427.677, 880.755
0.050, -10325.543, -2429.144, 868.332
0.050, -10323.300, -2430.519, 855.907
0.050, -10321.187, -2431.727, 843.887
0.050, -10319.264, -2432.694, 832.638
0.050, -10317.583, -2433.354, 822.426
0.050, -10316.184, -2433.654, 813.382
0.050, -10315.089, -2433.559, 805.477
0.050, -10314.302, -2433.056, 798.527
0.050, -10313.810, -2432.152, 792.212
0.050, -10313.591, -2430.880, 786.168
0.050, -10313.612, -2429.281, 779.980
0.050, -10313.837, -2427.402, 773.269
0.050, -10314.236, -2425.285, 765.709
0.050, -10314.781, -2422.971, 757.103
0.050, -10315.454, -2420.472, 747.305
0.050, -10316.253, -2417.777, 736.242
0.050, -10317.178, -2414.888, 724.086
0.050, -10318.251, -2411.758, 710.978
0.050, -10319.505, -2408.337, 697.229
0.050, -10320.979, -2404.572, 683.268
0.050, -10322.711, -2400.425, 669.634
0.050, -10324.732, -2395.878, 656.910
0.050, -10327.038, -2390.991, 645.750
0.050, -10329.609, -2385.855, 636.657
0.050, -10332.390, -2380.634, 630.000
0.050, -10335.297, -2375.539, 625.924
0.050, -10338.221, -2370.818, 624.335
0.050, -10341.043, -2366.716, 624.913
0.050, -10343.622, -2363.528, 626.847
0.050, -10345.820, -2361.545, 628.968
0.050, -10347.566, -2360.843, 630.738
0.050, -10348.835, -2361.361, 632.035
0.050, -10349.620, -2362.983, 632.922
0.050, -10349.913, -2365.579, 633.536
0.051, -10349.697, -2369.122, 634.050
0.052, -10348.970, -2373.380, 634.606
0.051, -10347.626, -2378.632, 635.414
0.066, -10345.737, -2384.366, 636.566
0.050, -10343.330, -2390.762, 638.261
0.050, -10340.333, -2397.954, 640.615
0.050, -10336.786, -2405.944, 643.648
0.050, -10332.757, -2414.718, 647.406
0.051, -10328.314, -2424.276, 651.973
0.050, -10323.578, -2434.510, 657.407
0.050, -10318.747, -2445.103, 663.655
0.050, -10313.889, -2455.948, 670.788
0.051, -10309.043, -2466.926, 678.898
0.050, -10304.466, -2477.319, 687.610
0.050, -10300.117, -2486.995, 696.958
0.050, -10296.059, -2495.808, 706.908
0.050, -10292.353, -2503.733, 717.396
0.050, -10289.012, -2510.776, 728.334
0.050, -10286.004, -2516.946, 739.609
0.050, -10283.249, -2522.251, 751.117
0.050, -10280.633, -2526.708, 762.761
0.050, -10278.013, -2530.337, 774.457
0.050, -10275.238, -2533.158, 786.126
0.050, -10272.173, -2535.179, 797.700
0.050, -10268.705, -2536.403, 809.112
0.050, -10264.755, -2536.813, 820.299
0.050, -10260.289, -2536.374, 831.197
0.050, -10255.310, -2535.033, 841.742
0.050, -10249.859, -2532.742, 851.872
0.050, -10244.001, -2529.457, 861.533
0.050, -10237.830, -2525.163, 870.671
0.050, -10231.452, -2519.874, 879.243
0.050, -10224.980, -2513.630, 887.212
0.050, -10218.499, -2506.466, 894.593
0.050, -10212.209, -2498.690, 901.390
0.050, -10206.349, -2491.048, 907.960
0.050, -10201.191, -2484.294, 914.407
0.050, -10196.911, -2478.924, 920.712
0.050, -10193.539, -2475.224, 926.845
0.050, -10190.980, -2473.239, 932.784
0.050, -10189.079, -2472.757, 938.494
0.050, -10187.650, -2473.365, 943.947
0.050, -10186.497, -2474.541, 949.139
0.050, -10185.462, -2475.718, 953.999
0.050, -10184.418, -2476.411, 958.525
0.050, -10183.304, -2476.255, 962.693
0.050, -10182.130, -2475.039, 966.477
0.050, -10180.972, -2472.709, 969.848
0.050, -10179.963, -2469.346, 972.772
0.050, -10179.270, -2465.125, 975.211
0.050, -10179.068, -2460.270, 977.127
0.050, -10179.522, -2455.013, 978.483
0.050, -10180.766, -2449.553, 979.251
0.050, -10182.890, -2444.038, 979.416
0.050, -10185.931, -2438.555, 978.977
0.050, -10189.873, -2433.143, 977.921
0.050, -10194.611, -2427.846, 976.100
0.050, -10200.000, -2422.674, 973.361
0.050, -10205.889, -2417.612, 969.588
0.050, -10212.162, -2412.642, 964.661
0.050, -10218.681, -2407.795, 958.521
0.050, -10225.388, -2403.075, 951.098
0.050, -10232.245, -2398.499, 942.369
0.050, -10239.284, -2394.064, 932.292
0.050, -10246.454, -2389.848, 921.033
0.050, -10253.843, -2385.867, 908.641
0.050, -10261.524, -2382.176, 895.253
0.050, -10269.578, -2378.847, 881.040
0.050, -10278.078, -2375.980, 866.204
0.050, -10287.073, -2373.707, 850.976
0.050, -10296.572, -2372.190, 835.593
0.050, -10306.553, -2371.605, 820.257
0.050, -10316.888, -2372.129, 805.216
0.050, -10327.483, -2373.932, 790.552
0.050, -10338.089, -2377.134, 776.455
0.050, -10348.530, -2381.812, 762.928
0.050, -10358.572, -2387.885, 750.032
0.050, -10367.961, -2395.075, 737.864
0.050, -10376.450, -2402.939, 726.549
0.050, -10383.824, -2410.942, 716.205
0.050, -10389.923, -2418.543, 706.913
0.050, -10394.667, -2425.271, 698.694
0.050, -10398.060, -2430.786, 691.498
0.050, -10400.183, -2434.901, 685.212
0.050, -10401.179, -2437.576, 679.682
0.050, -10401.236, -2438.919, 674.719
0.050, -10400.567, -2439.154, 670.135
0.050, -10399.392, -2438.592, 665.752
0.050, -10397.916, -2437.580, 661.411
0.050, -10396.331, -2436.472, 657.028
0.050, -10394.780, -2435.581, 652.532
0.050, -10393.366, -2435.155, 647.914
0.050, -10392.140, -2435.360, 643.208
0.050, -10391.103, -2436.267, 638.490
0.050, -10390.206, -2437.859, 633.876
0.050, -10389.355, -2440.037, 629.520
0.050, -10388.424, -2442.637, 625.610
0.050, -10387.268, -2445.455, 622.359
0.050, -10385.746, -2448.272, 619.997
0.050, -10383.740, -2450.876, 618.748
0.050, -10381.168, -2453.077, 618.773
0.050, -10377.970, -2454.725, 619.706
0.050, -10374.143, -2455.708, 621.114
0.050, -10369.759, -2455.958, 622.841
0.050, -10364.942, -2455.445, 624.888
0.050, -10359.853, -2454.172, 627.331
0.050, -10354.661, -2452.182, 630.270
0.050, -10349.530, -2449.559, 633.800
0.050, -10344.599, -2446.458, 638.011
0.050, -10339.973, -2443.112, 642.972
0.050, -10335.699, -2439.787, 648.706
0.050, -10331.768, -2436.765, 655.207
0.050, -10328.107, -2434.234, 662.494
0.050, -10324.584, -2432.265, 670.597
0.050, -10321.069, -2430.928, 679.474
0.050, -10317.450, -2430.285, 689.038
0.050, -10313.637, -2430.373, 699.203
0.050, -10309.603, -2431.189, 709.824
0.050, -10305.339, -2432.691, 720.823
0.050, -10300.889, -2434.786, 732.106
0.050, -10296.334, -2437.346, 743.586
0.050, -10291.775, -2440.177, 755.199
0.050, -10287.265, -2442.854, 766.985
0.050, -10282.850, -2444.896, 778.941
0.050, -10278.582, -2445.880, 791.010
0.050, -10274.528, -2445.451, 803.058
0.050, -10270.720, -2443.346, 814.998
0.050, -10267.165, -2439.413, 826.746
0.050, -10263.834, -2433.623, 838.238
0.050, -10260.660, -2426.084, 849.422
0.050, -10257.548, -2417.028, 860.252
0.050, -10254.382, -2406.795, 870.673
0.050, -10251.050, -2395.809, 880.606
0.050, -10247.471, -2384.570, 889.967
0.050, -10243.798, -2374.151, 898.873
0.050, -10240.337, -2365.832, 907.293
0.050, -10237.464, -2360.451, 915.106
0.050, -10235.467, -2358.353, 922.229
0.050, -10234.482, -2359.396, 928.705
0.050, -10234.563, -2363.269, 934.548
0.050, -10235.651, -2369.631, 939.784
0.050, -10237.609, -2378.119, 944.434
0.050, -10240.271, -2388.300, 948.470
0.050, -10243.379, -2399.518, 951.986
0.050, -10246.562, -2411.020, 955.137
0.050, -10249.481, -2422.192, 957.987
0.050, -10251.867, -2432.601, 960.516
0.050, -10253.543, -2442.049, 962.670
0.050, -10254.431, -2450.560, 964.383
0.050, -10254.531, -2458.319, 965.597
0.050, -10253.908, -2465.604, 966.278
0.050, -10252.670, -2472.698, 966.385
0.050, -10251.009, -2479.762, 965.689
0.050, -10249.120, -2486.880, 963.933
0.050, -10247.156, -2494.110, 960.928
0.050, -10245.228, -2501.491, 956.567
0.050, -10243.411, -2509.057, 950.812
0.060, -10241.429, -2518.490, 942.007
0.052, -10239.899, -2526.939, 933.025
0.050, -10238.598, -2535.313, 923.400
0.050, -10237.514, -2543.803, 913.152
0.050, -10236.739, -2552.137, 902.772
0.050, -10236.378, -2560.024, 892.703
0.060, -10236.415, -2564.736, 886.542
0.050, -10237.275, -2572.324, 875.951
0.050, -10238.523, -2576.132, 869.472
0.050, -10240.277, -2577.911, 864.365
0.050, -10242.460, -2577.509, 860.469
0.050, -10244.985, -2574.922, 857.486
0.050, -10247.768, -2570.309, 855.031
0.050, -10250.740, -2563.961, 852.685
0.050, -10253.855, -2556.268, 850.034
0.050, -10257.092, -2547.647, 846.699
0.050, -10260.438, -2538.497, 842.368
0.050, -10263.887, -2529.143, 836.801
0.059, -10266.239, -2522.906, 832.316
0.050, -10271.082, -2510.596, 821.161
0.050, -10274.847, -2501.519, 811.123
0.051, -10278.829, -2492.378, 799.370
0.050, -10282.961, -2483.289, 786.363
0.050, -10287.329, -2473.973, 772.209
0.050, -10291.900, -2464.360, 757.406
0.050, -10296.573, -2454.483, 742.696
0.050, -10301.193, -2444.472, 729.010
0.050, -10305.587, -2434.520, 717.340
0.050, -10309.610, -2424.830, 708.572
0.050, -10313.174, -2415.600, 703.304
0.050, -10316.252, -2407.014, 701.728
0.050, -10318.857, -2399.248, 703.472
0.050, -10321.000, -2392.576, 706.781
0.050, -10322.727, -2387.165, 710.141
0.050, -10324.129, -2382.986, 712.941
0.050, -10325.323, -2379.865, 715.032
0.050, -10326.419, -2377.575, 716.459
0.050, -10327.510, -2375.882, 717.341
0.050, -10328.670, -2374.572, 717.810
0.050, -10329.943, -2373.466, 717.993
0.050, -10331.345, -2372.436, 717.931
0.050, -10332.866, -2371.393, 717.630
0.050, -10334.475, -2370.263, 717.149
0.050, -10336.127, -2368.994, 716.589
0.050, -10337.765, -2367.552, 716.091
0.050, -10339.323, -2365.916, 715.820
0.050, -10340.745, -2364.073, 715.949
0.050, -10341.948, -2362.070, 716.603
0.050, -10342.873, -2359.991, 717.662
0.050, -10343.467, -2357.939, 718.964
0.050, -10343.701, -2355.996, 720.414
0.050, -10343.576, -2354.227, 721.952
0.050, -10343.113, -2352.678, 723.547
0.050, -10342.353, -2351.387, 725.174
0.050, -10341.350, -2350.384, 726.816
0.050, -10340.175, -2349.669, 728.477
0.050, -10338.923, -2349.215, 730.183
0.050, -10337.680, -2349.000, 731.946
0.050, -10336.515, -2349.013, 733.778
0.050, -10335.489, -2349.254, 735.676
0.050, -10334.634, -2349.729, 737.651
0.050, -10333.970, -2350.443, 739.695
0.051, -10333.480, -2351.433, 741.868
0.050, -10333.160, -2352.653, 744.069
0.050, -10332.953, -2354.131, 746.354
0.050, -10332.803, -2355.877, 748.725
0.050, -10332.641, -2357.909, 751.188
0.050, -10332.395, -2360.250, 753.743
0.050, -10331.987, -2362.934, 756.393
0.050, -10331.342, -2366.004, 759.136
0.055, -10330.380, -2369.540, 761.991
0.051, -10328.864, -2374.037, 765.245
0.052, -10326.969, -2378.841, 768.365
0.050, -10324.664, -2384.056, 771.425
0.050, -10321.847, -2389.903, 774.536
0.050, -10318.498, -2396.414, 777.689
0.050, -10314.603, -2403.620, 780.876
0.050, -10310.159, -2411.539, 784.095
0.050, -10305.174, -2420.178, 787.341
0.050, -10299.680, -2429.522, 790.623
0.050, -10293.906, -2439.311, 794.097
0.050, -10288.254, -2449.070, 797.932
0.050, -10283.111, -2458.339, 802.154
0.050, -10278.785, -2466.733, 806.702
0.050, -10275.466, -2473.979, 811.473
0.050, -10273.190, -2479.911, 816.400
0.050, -10271.882, -2484.558, 821.524
0.050, -10271.388, -2488.151, 826.896
0.050, -10271.482, -2490.998, 832.523
0.050, -10271.899, -2493.445, 838.380
0.050, -10272.369, -2495.836, 844.419
0.050, -10272.652, -2498.474, 850.579
0.050, -10272.573, -2501.580, 856.787
0.050, -10272.033, -2505.277, 862.965
0.050, -10271.014, -2509.598, 869.048
0.050, -10269.576, -2514.462, 874.930
0.050, -10267.830, -2519.743, 880.538
0.050, -10265.919, -2525.270, 885.791
0.050, -10263.990, -2530.885, 890.628
0.050, -10262.206, -2536.363, 894.933
0.054, -10260.639, -2541.719, 898.752
0.067, -10259.239, -2547.624, 902.443
0.059, -10258.320, -2553.340, 905.434
0.053, -10257.962, -2556.547, 906.939
0.062, -10257.671, -2560.187, 908.524
0.073, -10257.435, -2562.930, 909.713
0.056, -10257.131, -2564.339, 910.490
0.053, -10256.809, -2564.468, 910.827
0.050, -10256.409, -2563.821, 910.963
0.050, -10255.928, -2562.451, 910.926
0.052, -10255.369, -2560.287, 910.716
0.050, -10254.808, -2557.520, 910.354
0.050, -10254.278, -2554.139, 909.840
0.050, -10253.833, -2550.203, 909.173
0.050, -10253.528, -2545.778, 908.352
0.050, -10253.408, -2540.923, 907.371
0.050, -10253.512, -2535.649, 906.175
0.050, -10253.862, -2530.043, 904.688
0.050, -10254.474, -2524.089, 902.811
0.050, -10255.353, -2517.798, 900.459
0.051, -10256.525, -2511.049, 897.502
0.050, -10257.949, -2504.083, 893.997
0.050, -10259.645, -2496.770, 889.867
0.050, -10261.614, -2489.116, 885.121
0.050, -10263.853, -2481.110, 879.790
0.050, -10266.357, -2472.758, 873.944
0.050, -10269.103, -2464.085, 867.679
0.050, -10272.051, -2455.144, 861.122
0.050, -10275.139, -2446.012, 854.419
0.050, -10278.283, -2436.790, 847.722
0.050, -10281.384, -2427.594, 841.175
0.050, -10284.340, -2418.549, 834.889
0.050, -10287.061, -2409.768, 828.926
0.050, -10289.478, -2401.347, 823.291
0.050, -10291.547, -2393.359, 817.929
0.050, -10293.258, -2385.854, 812.741
0.050, -10294.629, -2378.855, 807.594
0.050, -10295.701, -2372.365, 802.348
0.050, -10296.529, -2366.371, 796.873
0.050, -10297.181, -2360.849, 791.072
0.050, -10297.728, -2355.736, 784.845
0.050, -10298.228, -2351.061, 778.283
0.050, -10298.744, -2346.741, 771.411
0.050, -10299.323, -2342.717, 764.360
0.050, -10299.999, -2338.924, 757.320
0.050, -10300.795, -2335.298, 750.528
0.058, -10301.398, -2332.940, 746.268
0.050, -10302.781, -2328.282, 738.779
0.050, -10303.922, -2324.741, 734.216
0.050, -10305.127, -2321.098, 730.855
0.050, -10306.342, -2317.376, 728.906
0.050, -10307.533, -2313.574, 728.443
0.050, -10308.672, -2309.738, 729.473
0.050, -10309.810, -2305.927, 731.674
0.050, -10311.067, -2302.182, 734.485
0.050, -10312.482, -2298.541, 737.556
0.050, -10314.023, -2295.033, 740.705
0.050, -10315.607, -2291.700, 743.842
0.050, -10317.128, -2288.576, 746.946
0.050, -10318.464, -2285.720, 750.013
0.050, -10319.493, -2283.218, 753.038
0.050, -10320.099, -2281.192, 755.998
0.050, -10320.179, -2279.790, 758.860
0.050, -10319.654, -2279.200, 761.521
0.050, -10318.464, -2279.598, 763.916
0.050, -10316.571, -2281.160, 765.959
0.051, -10313.912, -2284.088, 767.598
0.050, -10310.554, -2288.416, 768.743
0.050, -10306.459, -2294.162, 769.459
0.050, -10301.633, -2301.227, 769.822
0.050, -10296.109, -2309.512, 769.883
0.050, -10289.947, -2318.922, 769.675
0.050, -10283.235, -2329.371, 769.221
0.050, -10276.079, -2340.791, 768.534
0.050, -10268.602, -2353.137, 767.633
0.050, -10260.957, -2366.360, 766.568
0.050, -10253.493, -2380.157, 765.587
0.050, -10246.667, -2394.042, 764.972
0.051, -10240.840, -2407.689, 764.920
0.050, -10236.533, -2420.226, 765.509
0.050, -10233.887, -2431.488, 766.713
0.050, -10232.994, -2441.257, 768.436
0.053, -10233.807, -2449.484, 770.558
0.057, -10236.504, -2456.418, 773.121
0.052, -10240.368, -2462.179, 775.906
0.050, -10245.029, -2467.007, 778.827
0.050, -10250.254, -2471.480, 781.947
0.050, -10255.706, -2475.977, 785.266
0.050, -10261.108, -2480.834, 788.794
0.050, -10266.234, -2486.287, 792.527
0.050, -10270.971, -2492.495, 796.470
0.050, -10275.287, -2499.487, 800.607
0.050, -10279.241, -2507.197, 804.912
0.050, -10282.961, -2515.469, 809.346
0.050, -10286.611, -2524.083, 813.855
0.050, -10290.374, -2532.798, 818.381
0.050, -10294.418, -2541.368, 822.860
0.050, -10298.873, -2549.571, 827.226
0.050, -10303.825, -2557.222, 831.417
0.050, -10309.305, -2564.186, 835.379
0.050, -10315.299, -2570.394, 839.073
0.050, -10321.710, -2575.805, 842.456
0.050, -10328.442, -2580.474, 845.534
0.051, -10335.418, -2584.460, 848.410
0.050, -10342.184, -2587.505, 851.195
0.050, -10348.588, -2589.537, 854.079
0.051, -10354.552, -2590.420, 857.159
0.050, -10359.638, -2589.989, 860.208
0.050, -10363.889, -2588.155, 863.155
0.050, -10367.258, -2584.807, 865.840
0.050, -10369.731, -2579.853, 868.115
0.050, -10371.323, -2573.191, 869.883
0.050, -10372.050, -2564.844, 871.079
0.050, -10371.940, -2554.740, 871.735
0.050, -10371.012, -2543.030, 871.941
0.051, -10369.327, -2529.736, 871.828
0.059, -10367.759, -2519.667, 871.622
0.050, -10363.822, -2498.124, 871.045
0.053, -10360.012, -2479.276, 870.678
0.050, -10356.039, -2460.619, 870.633
0.050, -10351.936, -2441.752, 871.180
0.050, -10347.956, -2423.375, 872.479
0.050, -10344.324, -2406.087, 874.536
0.050, -10341.205, -2390.312, 877.227
0.050, -10338.694, -2376.260, 880.349
0.050, -10336.813, -2363.939, 883.671
0.050, -10335.525, -2353.185, 886.976
0.050, -10334.717, -2343.741, 890.115
0.050, -10334.186, -2335.348, 893.026
0.050, -10333.702, -2327.761, 895.684
0.050, -10333.036, -2320.784, 898.078
0.050, -10331.980, -2314.300, 900.203
0.050, -10330.358, -2308.285, 902.045
0.050, -10328.042, -2302.801, 903.569
0.050, -10324.954, -2297.972, 904.721
0.050, -10321.066, -2293.956, 905.408
0.050, -10316.407, -2290.910, 905.467
