t,x,y,z
0.050, -10299.661, -2505.539, 635.672
0.050, -10291.907, -2510.216, 640.470
0.050, -10283.871, -2515.007, 645.547
0.050, -10275.746, -2519.585, 650.858
0.050, -10267.723, -2523.625, 656.345
0.050, -10259.965, -2526.827, 661.946
0.050, -10252.598, -2528.941, 667.598
0.050, -10245.710, -2529.786, 673.248
0.050, -10239.349, -2529.256, 678.865
0.050, -10233.527, -2527.317, 684.438
0.050, -10228.226, -2524.004, 689.979
0.050, -10223.412, -2519.415, 695.518
0.050, -10219.042, -2513.708, 701.103
0.050, -10215.159, -2507.235, 706.879
0.050, -10211.891, -2500.515, 713.007
0.050, -10209.364, -2494.022, 719.544
0.050, -10207.675, -2488.144, 726.487
0.050, -10206.876, -2483.143, 733.800
0.050, -10206.966, -2479.140, 741.436
0.050, -10207.897, -2476.111, 749.349
0.050, -10209.574, -2473.905, 757.502
0.050, -10211.880, -2472.270, 765.866
0.050, -10214.685, -2470.906, 774.407
0.050, -10217.867, -2469.490, 783.104
0.050, -10221.324, -2467.726, 791.929
0.050, -10224.983, -2465.379, 800.859
0.050, -10228.804, -2462.301, 809.871
0.050, -10232.785, -2458.443, 818.951
0.050, -10236.952, -2453.855, 828.094
0.050, -10241.344, -2448.667, 837.292
0.050, -10245.998, -2443.085, 846.534
0.050, -10250.941, -2437.358, 855.813
0.050, -10256.184, -2431.748, 865.112
0.050, -10261.716, -2426.489, 874.409
0.050, -10267.503, -2421.770, 883.669
0.050, -10273.483, -2417.712, 892.852
0.050, -10279.577, -2414.368, 901.914
0.050, -10285.694, -2411.717, 910.805
0.050, -10291.727, -2409.677, 919.469
0.050, -10297.577, -2408.128, 927.852
0.050, -10303.154, -2406.931, 935.896
0.050, -10308.380, -2405.961, 943.542
0.050, -10313.208, -2405.116, 950.741
0.050, -10317.587, -2404.344, 957.416
0.050, -10321.509, -2403.635, 963.525
0.050, -10324.977, -2403.016, 969.025
0.050, -10328.003, -2402.539, 973.879
0.050, -10330.605, -2402.261, 978.063
0.050, -10332.813, -2402.228, 981.563
0.050, -10334.659, -2402.467, 984.373
0.050, -10336.183, -2402.985, 986.495
0.050, -10337.419, -2403.771, 987.934
0.050, -10338.403, -2404.792, 988.702
0.050, -10339.170, -2405.990, 988.813
0.052, -10339.766, -2407.343, 988.155
0.050, -10340.179, -2408.726, 986.437
0.050, -10340.433, -2410.083, 983.407
0.050, -10340.543, -2411.357, 978.857
0.050, -10340.509, -2412.481, 972.670
0.050, -10340.325, -2413.391, 964.793
0.050, -10339.974, -2414.028, 955.286
0.050, -10339.426, -2414.336, 944.225
0.051, -10338.634, -2414.264, 931.755
0.050, -10337.532, -2413.773, 918.051
0.050, -10336.081, -2412.871, 903.727
0.050, -10334.208, -2411.585, 889.023
0.050, -10331.877, -2410.003, 874.417
0.050, -10329.066, -2408.247, 860.325
0.050, -10325.813, -2406.498, 847.242
0.050, -10322.169, -2404.939, 835.453
0.050, -10318.223, -2403.767, 825.146
0.051, -10313.968, -2403.151, 816.144
0.050, -10309.737, -2403.251, 808.775
0.050, -10305.523, -2404.115, 802.560
0.051, -10301.366, -2405.759, 797.151
0.050, -10297.392, -2408.078, 792.316
0.050, -10293.592, -2410.966, 787.697
0.050, -10289.942, -2414.297, 783.001
0.050, -10286.392, -2417.947, 777.991
0.050, -10282.872, -2421.819, 772.496
0.054, -10279.298, -2425.857, 766.417
0.052, -10275.108, -2430.570, 758.866
0.055, -10270.702, -2435.412, 750.838
0.064, -10269.280, -2436.948, 748.291
0.062, -10261.841, -2444.774, 735.768
0.059, -10255.224, -2451.601, 725.981
0.050, -10248.952, -2458.152, 717.845
0.050, -10242.050, -2465.578, 710.036
0.052, -10234.400, -2474.139, 702.536
0.050, -10226.583, -2483.245, 695.873
0.051, -10218.827, -2492.603, 690.079
0.050, -10211.661, -2501.490, 685.330
0.050, -10205.393, -2509.395, 681.570
0.050, -10200.383, -2515.723, 678.739
0.050, -10196.860, -2520.044, 676.686
0.050, -10194.935, -2522.103, 675.216
0.050, -10194.604, -2521.823, 674.114
0.050, -10195.773, -2519.289, 673.171
0.050, -10198.290, -2514.699, 672.171
0.050, -10201.957, -2508.338, 670.846
0.050, -10206.550, -2500.572, 669.103
0.050, -10211.835, -2491.799, 666.936
0.050, -10217.591, -2482.410, 664.310
0.050, -10223.658, -2472.717, 661.216
0.052, -10230.049, -2462.798, 657.615
0.052, -10236.207, -2453.648, 653.913
0.051, -10240.466, -2447.654, 651.310
0.060, -10249.605, -2436.149, 646.075
0.051, -10255.888, -2429.430, 643.326
0.053, -10262.350, -2423.684, 641.766
0.052, -10269.112, -2418.802, 641.828
0.050, -10275.861, -2414.820, 643.265
0.055, -10283.496, -2411.039, 645.776
0.051, -10290.988, -2407.707, 648.754
0.063, -10300.531, -2403.512, 653.150
0.062, -10308.921, -2399.430, 657.629
0.068, -10318.487, -2393.670, 663.765
0.062, -10326.696, -2387.160, 670.361
0.053, -10332.428, -2381.273, 676.152
0.051, -10337.192, -2374.989, 682.314
0.050, -10340.809, -2368.902, 688.469
0.050, -10343.574, -2362.999, 694.876
0.050, -10345.597, -2357.591, 701.523
0.051, -10347.014, -2353.050, 708.342
0.066, -10348.084, -2349.433, 716.132
0.069, -10349.076, -2347.557, 726.370
0.050, -10349.871, -2348.148, 734.306
0.050, -10350.755, -2350.174, 741.607
0.051, -10351.837, -2353.524, 749.063
0.050, -10353.108, -2358.083, 756.797
0.050, -10354.455, -2363.499, 764.649
0.051, -10355.794, -2369.681, 772.884
0.050, -10356.928, -2376.120, 781.184
0.050, -10357.736, -2382.674, 789.649
0.050, -10358.098, -2389.185, 798.262
0.050, -10357.956, -2395.485, 807.018
0.050, -10357.319, -2401.435, 815.940
0.054, -10356.225, -2407.010, 825.097
0.050, -10354.712, -2412.304, 834.661
0.050, -10353.052, -2416.943, 843.696
0.051, -10351.237, -2421.455, 852.853
0.050, -10349.423, -2425.862, 861.757
0.050, -10347.633, -2430.426, 870.539
0.050, -10345.886, -2435.301, 879.167
0.050, -10344.138, -2440.565, 887.648
0.050, -10342.300, -2446.137, 895.942
0.050, -10340.294, -2451.993, 904.074
0.050, -10338.116, -2458.162, 912.071
0.050, -10335.752, -2464.717, 919.990
0.050, -10333.274, -2471.509, 927.631
0.050, -10330.697, -2478.546, 935.005
0.050, -10328.067, -2485.761, 942.035
0.050, -10325.430, -2493.080, 948.642
0.050, -10322.828, -2500.437, 954.751
0.050, -10320.263, -2507.724, 960.318
0.050, -10317.663, -2514.758, 965.348
0.050, -10314.936, -2521.404, 969.820
0.050, -10312.013, -2527.511, 973.661
0.050, -10308.815, -2532.985, 976.819
0.050, -10305.279, -2537.748, 979.242
0.050, -10301.360, -2541.723, 980.889
0.050, -10297.041, -2544.843, 981.728
0.050, -10292.330, -2547.060, 981.710
0.050, -10287.305, -2548.376, 980.606
0.050, -10282.053, -2548.816, 978.173
0.053, -10276.640, -2548.419, 974.241
0.051, -10270.726, -2547.108, 968.262
0.050, -10265.084, -2545.114, 961.008
0.050, -10259.331, -2542.397, 952.156
0.050, -10253.449, -2538.968, 941.769
0.050, -10247.436, -2534.863, 929.989
0.050, -10241.350, -2530.207, 917.082
0.050, -10235.320, -2525.208, 903.455
0.050, -10229.537, -2520.140, 889.641
0.050, -10224.232, -2515.291, 876.250
0.050, -10219.641, -2510.911, 863.886
0.050, -10215.950, -2507.157, 853.069
0.050, -10213.277, -2504.085, 844.193
0.050, -10211.630, -2501.649, 837.421
0.050, -10210.936, -2499.762, 832.780
0.050, -10211.027, -2498.269, 830.011
0.050, -10211.693, -2497.002, 828.706
0.050, -10212.711, -2495.791, 828.335
0.050, -10213.868, -2494.506, 828.263
0.050, -10215.002, -2493.037, 827.912
0.050, -10216.025, -2491.280, 826.887
0.050, -10216.893, -2489.198, 824.830
0.050, -10217.606, -2486.782, 821.493
0.050, -10218.202, -2484.022, 816.741
0.050, -10218.747, -2480.891, 810.543
0.050, -10219.332, -2477.325, 802.971
0.050, -10220.077, -2473.220, 794.201
0.050, -10221.135, -2468.438, 784.515
0.050, -10222.679, -2462.824, 774.292
0.050, -10224.890, -2456.241, 763.971
0.050, -10227.935, -2448.594, 754.009
0.050, -10231.937, -2439.867, 744.811
0.050, -10236.952, -2430.137, 736.676
0.050, -10242.956, -2419.578, 729.747
0.052, -10250.096, -2408.054, 723.808
0.050, -10257.686, -2396.677, 719.024
0.050, -10265.700, -2385.423, 714.845
0.050, -10273.784, -2374.736, 710.969
0.050, -10281.513, -2365.109, 707.203
0.050, -10288.459, -2356.984, 703.476
0.050, -10294.272, -2350.663, 699.806
0.052, -10298.709, -2346.306, 696.242
0.050, -10301.408, -2344.125, 693.112
0.050, -10302.493, -2343.845, 690.449
0.050, -10302.079, -2345.208, 688.361
0.050, -10300.393, -2347.856, 686.919
0.050, -10297.750, -2351.355, 686.157
0.063, -10294.453, -2355.346, 685.934
0.050, -10290.096, -2360.253, 685.996
0.050, -10286.751, -2363.692, 686.180
0.050, -10283.768, -2366.303, 686.518
0.052, -10281.264, -2367.901, 687.046
0.060, -10279.031, -2368.318, 687.986
0.050, -10277.779, -2367.627, 689.023
0.050, -10277.014, -2366.170, 690.336
0.050, -10276.652, -2364.238, 691.934
0.050, -10276.590, -2362.140, 693.842
0.050, -10276.734, -2360.195, 696.082
0.050, -10277.007, -2358.734, 698.636
0.051, -10277.350, -2358.031, 701.506
0.057, -10277.796, -2358.487, 705.189
0.062, -10278.254, -2360.303, 708.972
0.057, -10278.908, -2364.553, 713.997
0.068, -10279.632, -2369.888, 718.675
0.066, -10280.992, -2379.166, 725.340
0.068, -10282.815, -2389.345, 731.954
0.062, -10285.404, -2400.701, 739.138
0.064, -10288.650, -2411.849, 746.334
0.052, -10292.173, -2421.563, 752.890
0.051, -10296.214, -2430.672, 759.405
0.050, -10300.720, -2439.075, 765.827
0.050, -10305.812, -2447.001, 772.331
0.052, -10311.411, -2454.364, 778.826
0.050, -10317.748, -2461.498, 785.573
0.051, -10324.159, -2467.857, 791.962
0.055, -10331.287, -2474.070, 799.105
0.050, -10337.224, -2478.468, 805.625
0.050, -10342.389, -2481.447, 812.230
0.050, -10346.550, -2482.858, 818.822
0.052, -10349.665, -2482.678, 825.538
0.050, -10351.551, -2481.126, 831.890
0.050, -10352.434, -2478.552, 838.095
0.050, -10352.507, -2475.388, 844.170
0.050, -10352.062, -2472.034, 850.187
0.050, -10351.423, -2468.827, 856.193
0.050, -10350.869, -2466.059, 862.181
0.050, -10350.596, -2463.967, 868.130
0.050, -10350.705, -2462.708, 874.012
0.050, -10351.214, -2462.302, 879.770
0.051, -10352.084, -2462.648, 885.388
0.050, -10353.181, -2463.532, 890.677
0.050, -10354.333, -2464.746, 895.646
0.061, -10355.505, -2466.383, 901.156
0.050, -10356.093, -2467.672, 905.248
0.050, -10356.157, -2468.786, 908.866
0.050, -10355.593, -2469.694, 911.969
0.050, -10354.348, -2470.439, 914.520
0.050, -10352.422, -2471.125, 916.495
0.050, -10349.855, -2471.901, 917.875
0.050, -10346.707, -2472.931, 918.650
0.050, -10343.072, -2474.368, 918.814
0.050, -10339.009, -2476.348, 918.365
0.050, -10334.678, -2478.836, 917.146
0.050, -10330.163, -2481.752, 914.879
0.050, -10325.596, -2484.955, 911.368
0.050, -10321.012, -2488.356, 906.443
0.050, -10316.431, -2491.873, 900.018
0.050, -10311.836, -2495.451, 892.076
0.050, -10307.177, -2499.048, 882.676
0.050, -10302.371, -2502.637, 871.959
0.050, -10297.308, -2506.194, 860.161
0.050, -10291.916, -2509.611, 847.659
0.050, -10286.250, -2512.598, 835.053
0.050, -10280.481, -2514.719, 823.110
0.050, -10274.861, -2515.486, 812.646
0.050, -10269.659, -2514.464, 804.379
0.050, -10265.100, -2511.334, 798.796
0.050, -10261.331, -2505.934, 796.077
0.050, -10258.410, -2498.263, 796.020
0.050, -10256.342, -2488.375, 797.340
0.050, -10255.112, -2476.716, 798.917
0.050, -10254.613, -2463.927, 800.346
0.050, -10254.611, -2450.632, 801.484
0.054, -10254.842, -2436.397, 802.369
0.072, -10254.976, -2419.740, 803.061
0.053, -10254.635, -2404.949, 803.460
0.062, -10253.794, -2393.108, 803.444
0.050, -10252.162, -2380.072, 802.954
0.059, -10250.326, -2370.541, 802.110
0.064, -10247.030, -2357.823, 800.357
0.067, -10243.879, -2347.702, 798.635
0.065, -10240.045, -2335.851, 796.768
0.050, -10237.575, -2327.422, 795.947
0.050, -10235.581, -2318.979, 795.877
0.050, -10234.206, -2310.413, 796.782
0.050, -10233.589, -2301.847, 798.825
0.050, -10233.798, -2293.517, 801.909
0.051, -10234.777, -2285.570, 805.638
0.051, -10236.356, -2278.456, 809.534
0.050, -10238.432, -2272.256, 813.389
0.050, -10240.839, -2267.347, 816.891
0.050, -10243.490, -2263.891, 819.896
0.050, -10246.309, -2262.051, 822.279
0.057, -10249.253, -2261.930, 823.963
0.052, -10252.781, -2263.997, 824.985
0.057, -10256.549, -2268.226, 825.166
0.056, -10260.216, -2273.778, 824.669
0.063, -10264.911, -2282.424, 823.259
0.053, -10269.271, -2291.561, 821.369
0.052, -10273.464, -2301.240, 819.084
0.050, -10277.563, -2311.568, 816.427
0.050, -10281.630, -2322.779, 813.348
0.051, -10285.567, -2334.693, 809.819
0.050, -10289.307, -2347.287, 805.756
0.051, -10292.646, -2360.156, 801.247
0.050, -10295.423, -2372.984, 796.434
0.050, -10297.569, -2385.874, 791.378
0.050, -10298.981, -2398.807, 786.248
0.050, -10299.585, -2411.827, 781.260
0.050, -10299.345, -2425.028, 776.663
0.050, -10298.286, -2438.509, 772.736
0.050, -10296.514, -2452.327, 769.785
0.050, -10294.216, -2466.453, 768.110
0.050, -10291.648, -2480.758, 767.969
0.050, -10289.097, -2495.014, 769.525
0.050, -10286.835, -2508.863, 772.418
0.050, -10285.078, -2521.893, 776.075
0.051, -10283.945, -2533.978, 780.217
0.050, -10283.509, -2544.530, 784.509
0.050, -10283.694, -2553.505, 788.830
0.050, -10284.343, -2561.036, 793.179
0.050, -10285.272, -2567.196, 797.513
0.050, -10286.299, -2572.068, 801.787
0.050, -10287.254, -2575.737, 805.956
0.050, -10288.003, -2578.304, 809.996
0.158, -10288.451, -2579.877, 813.894
0.161, -10288.524, -2580.458, 817.708
0.051, -10288.191, -2579.755, 823.542
0.050, -10287.609, -2577.691, 828.120
0.050, -10286.749, -2574.277, 832.252
0.067, -10285.389, -2567.612, 836.650
0.065, -10284.351, -2560.082, 839.455
0.051, -10283.815, -2551.153, 841.208
0.052, -10283.980, -2542.256, 841.968
0.059, -10285.210, -2530.399, 841.931
0.050, -10287.084, -2519.733, 841.280
0.051, -10289.825, -2508.111, 840.094
0.053, -10293.577, -2495.097, 838.358
0.050, -10297.798, -2482.239, 836.189
0.050, -10302.549, -2468.968, 833.307
0.202, -10304.226, -2464.485, 832.159
0.056, -10312.174, -2444.402, 825.932
0.050, -10318.162, -2430.066, 820.944
0.050, -10324.405, -2415.560, 815.050
0.050, -10330.681, -2401.269, 808.060
0.050, -10336.839, -2387.426, 799.761
0.050, -10342.629, -2374.459, 790.134
0.050, -10347.734, -2362.973, 779.380
0.050, -10351.818, -2353.791, 768.047
0.050, -10354.685, -2347.619, 756.790
0.050, -10356.260, -2345.000, 746.419
0.050, -10356.570, -2346.142, 737.807
0.050, -10355.711, -2350.917, 731.772
0.050, -10353.801, -2358.920, 728.952
0.050, -10350.947, -2369.611, 729.285
0.050, -10347.088, -2382.190, 731.265
0.050, -10342.376, -2395.618, 733.998
0.050, -10337.312, -2409.069, 737.117
0.050, -10332.422, -2421.719, 740.354
0.050, -10328.155, -2432.853, 743.477
0.050, -10324.825, -2441.981, 746.293
0.050, -10322.574, -2448.865, 748.680
0.050, -10321.295, -2453.340, 750.674
0.050, -10320.736, -2455.413, 752.342
0.050, -10320.582, -2455.278, 753.735
0.050, -10320.485, -2453.246, 754.908
0.050, -10320.118, -2449.714, 755.937
0.050, -10319.239, -2445.191, 756.946
0.050, -10317.684, -2440.191, 758.044
0.050, -10315.381, -2435.190, 759.321
0.050, -10312.348, -2430.605, 760.842
0.050, -10308.682, -2426.773, 762.658
0.050, -10304.582, -2423.864, 764.841
0.050, -10300.303, -2421.920, 767.439
0.050, -10296.085, -2420.907, 770.454
0.050, -10292.126, -2420.720, 773.864
0.050, -10288.566, -2421.188, 777.643
0.050, -10285.482, -2422.079, 781.769
0.050, -10282.871, -2423.139, 786.240
0.050, -10280.621, -2424.188, 791.115
0.050, -10278.590, -2425.037, 796.423
0.050, -10276.641, -2425.495, 802.146
0.050, -10274.654, -2425.397, 808.242
0.055, -10272.540, -2424.626, 814.652
0.051, -10269.938, -2422.863, 822.178
0.058, -10267.247, -2420.355, 829.518
0.056, -10263.959, -2416.611, 838.008
0.056, -10260.774, -2412.501, 845.970
0.058, -10258.492, -2409.332, 851.647
0.057, -10254.683, -2403.701, 861.351
0.057, -10252.086, -2399.673, 868.398
0.051, -10249.698, -2395.822, 875.542
0.052, -10247.923, -2392.850, 881.627
0.052, -10246.488, -2390.463, 887.436
0.050, -10245.351, -2388.991, 892.628
0.051, -10244.288, -2388.420, 897.598
0.050, -10243.210, -2388.817, 902.208
0.050, -10242.010, -2390.174, 906.484
0.059, -10240.623, -2392.463, 910.377
0.053, -10238.587, -2396.543, 914.543
0.050, -10236.703, -2400.681, 917.365
0.068, -10234.166, -2406.739, 920.320
0.061, -10232.814, -2410.276, 921.770
0.054, -10230.998, -2416.079, 923.842
0.054, -10230.332, -2419.805, 924.996
0.054, -10230.535, -2422.594, 925.662
0.050, -10231.459, -2424.193, 925.791
0.051, -10233.035, -2425.052, 925.446
0.051, -10235.070, -2425.346, 924.488
0.050, -10237.483, -2425.318, 922.650
0.050, -10240.001, -2425.200, 919.850
0.050, -10242.520, -2425.213, 915.956
0.050, -10244.926, -2425.573, 910.923
0.050, -10247.146, -2426.477, 904.771
0.050, -10249.154, -2428.111, 897.589
0.050, -10250.965, -2430.647, 889.529
0.050, -10252.641, -2434.238, 880.809
0.051, -10254.302, -2439.085, 871.577
0.050, -10256.038, -2445.148, 862.371
0.050, -10258.010, -2452.505, 853.385
0.050, -10260.355, -2461.104, 844.894
0.050, -10263.181, -2470.798, 837.104
0.050, -10266.543, -2481.339, 830.130
0.050, -10270.420, -2492.368, 823.995
0.050, -10274.713, -2503.447, 818.617
0.052, -10279.268, -2514.108, 813.825
0.050, -10284.074, -2524.249, 809.219
0.050, -10288.595, -2532.766, 804.853
0.050, -10292.850, -2539.768, 800.300
0.052, -10296.721, -2545.094, 795.338
0.051, -10300.279, -2548.786, 789.509
0.050, -10303.164, -2550.533, 783.243
0.050, -10305.546, -2550.581, 776.219
0.050, -10307.451, -2549.000, 768.414
0.050, -10308.920, -2545.872, 759.843
0.050, -10310.010, -2541.279, 750.548
0.052, -10310.786, -2535.293, 740.584
0.050, -10311.334, -2527.669, 729.620
0.050, -10311.692, -2519.103, 718.641
0.050, -10311.959, -2509.399, 707.366
0.050, -10312.209, -2498.664, 695.968
0.050, -10312.508, -2487.034, 684.642
0.050, -10312.920, -2474.675, 673.597
0.050, -10313.497, -2461.813, 663.073
0.050, -10314.283, -2448.687, 653.286
0.050, -10315.310, -2435.567, 644.441
0.050, -10316.593, -2422.747, 636.708
0.050, -10318.136, -2410.507, 630.202
0.050, -10319.924, -2399.110, 624.983
0.050, -10321.927, -2388.777, 621.052
0.050, -10324.104, -2379.671, 618.360
0.050, -10326.396, -2371.924, 616.835
0.050, -10328.743, -2365.588, 616.377
0.050, -10331.089, -2360.675, 616.883
0.050, -10333.381, -2357.173, 618.163
0.050, -10335.547, -2355.075, 619.746
0.050, -10337.515, -2354.261, 621.398
0.050, -10339.268, -2354.627, 623.052
0.050, -10340.827, -2356.096, 624.740
0.050, -10342.243, -2358.610, 626.550
0.050, -10343.574, -2362.129, 628.595
0.050, -10344.882, -2366.627, 630.996
0.050, -10346.210, -2372.060, 633.886
0.050, -10347.537, -2378.265, 637.444
0.050, -10348.798, -2385.037, 641.802
0.050, -10349.903, -2392.146, 647.037
0.050, -10350.753, -2399.359, 653.174
0.050, -10351.253, -2406.454, 660.193
0.050, -10351.332, -2413.240, 668.040
0.050, -10350.954, -2419.570, 676.641
0.050, -10350.117, -2425.348, 685.908
0.050, -10348.852, -2430.523, 695.755
0.050, -10347.219, -2435.083, 706.097
0.050, -10345.291, -2439.034, 716.851
0.050, -10343.142, -2442.395, 727.937
0.050, -10340.854, -2445.156, 739.296
0.050, -10338.512, -2447.261, 750.879
0.050, -10336.170, -2448.653, 762.629
0.050, -10333.823, -2449.340, 774.515
0.050, -10331.436, -2449.341, 786.495
0.050, -10328.972, -2448.654, 798.517
0.050, -10326.399, -2447.270, 810.485
0.050, -10323.681, -2445.176, 822.342
0.050, -10320.795, -2442.365, 834.025
0.050, -10317.726, -2438.843, 845.483
0.050, -10314.480, -2434.645, 856.655
0.050, -10311.041, -2429.889, 867.535
0.050, -10307.371, -2424.798, 878.133
0.050, -10303.452, -2419.615, 888.417
0.050, -10299.281, -2414.591, 898.327
0.050, -10294.865, -2409.982, 907.783
0.050, -10290.220, -2406.026, 916.696
0.050, -10285.369, -2402.927, 924.977
0.050, -10280.342, -2400.834, 932.541
0.050, -10275.169, -2399.839, 939.325
0.050, -10269.883, -2399.977, 945.287
0.050, -10264.519, -2401.227, 950.408
0.050, -10259.116, -2403.519, 954.692
0.050, -10253.715, -2406.745, 958.164
0.050, -10248.358, -2410.772, 960.857
0.050, -10243.124, -2415.387, 962.860
0.050, -10238.221, -2420.140, 964.370
0.050, -10233.849, -2424.611, 965.497
0.050, -10230.151, -2428.480, 966.279
0.050, -10227.200, -2431.544, 966.714
0.050, -10225.004, -2433.715, 966.756
0.050, -10223.523, -2435.005, 966.221
0.050, -10222.675, -2435.504, 964.887
0.050, -10222.353, -2435.353, 962.568
0.050, -10222.435, -2434.720, 959.124
0.050, -10222.800, -2433.784, 954.478
0.050, -10223.333, -2432.727, 948.616
0.050, -10223.932, -2431.728, 941.588
0.050, -10224.509, -2430.956, 933.505
0.050, -10224.997, -2430.569, 924.539
0.050, -10225.358, -2430.702, 914.904
0.050, -10225.589, -2431.464, 904.856
0.050, -10225.717, -2432.929, 894.670
0.050, -10225.798, -2435.134, 884.621
0.050, -10225.911, -2438.078, 874.952
0.050, -10226.144, -2441.709, 865.853
0.050, -10226.586, -2445.929, 857.435
0.050, -10227.318, -2450.600, 849.723
0.050, -10228.400, -2455.551, 842.656
0.050, -10229.869, -2460.605, 836.097
0.050, -10231.739, -2465.588, 829.858
0.050, -10234.006, -2470.349, 823.724
0.050, -10236.652, -2474.767, 817.487
0.050, -10239.652, -2478.769, 810.960
0.050, -10242.984, -2482.325, 803.999
0.050, -10246.628, -2485.446, 796.518
0.050, -10250.576, -2488.178, 788.494
0.050, -10254.827, -2490.590, 779.979
0.050, -10259.391, -2492.765, 771.104
0.050, -10264.276, -2494.785, 762.080
0.050, -10269.488, -2496.716, 753.193
0.050, -10275.019, -2498.600, 744.784
0.050, -10280.845, -2500.443, 737.221
0.050, -10286.925, -2502.208, 730.848
0.050, -10293.200, -2503.820, 725.939
0.050, -10299.600, -2505.170, 722.654
0.050, -10306.048, -2506.130, 721.011
0.050, -10312.464, -2506.573, 720.880
0.050, -10318.771, -2506.375, 721.875
0.050, -10324.898, -2505.396, 723.197
0.050, -10330.777, -2503.652, 724.414
0.050, -10336.352, -2501.271, 725.390
0.050, -10341.615, -2498.369, 726.092
0.050, -10346.589, -2495.041, 726.537
0.050, -10351.313, -2491.368, 726.765
0.050, -10355.817, -2487.426, 726.814
0.050, -10360.126, -2483.263, 726.649
0.050, -10364.244, -2478.916, 726.233
0.050, -10368.180, -2474.377, 725.539
0.050, -10371.930, -2469.621, 724.553
0.050, -10375.472, -2464.608, 723.280
0.050, -10378.772, -2459.294, 721.743
0.050, -10381.778, -2453.648, 719.990
0.050, -10384.421, -2447.667, 718.093
0.050, -10386.613, -2441.384, 716.151
0.050, -10388.251, -2434.876, 714.285
0.050, -10389.221, -2428.259, 712.636
0.050, -10389.414, -2421.674, 711.343
0.050, -10388.733, -2415.279, 710.535
0.050, -10387.104, -2409.221, 710.306
0.050, -10384.488, -2403.689, 710.632
0.050, -10380.859, -2398.831, 711.186
0.050, -10376.235, -2394.764, 711.759
0.050, -10370.664, -2391.542, 712.275
0.050, -10364.260, -2389.179, 712.738
0.050, -10357.130, -2387.612, 713.202
0.050, -10349.415, -2386.730, 713.746
0.050, -10341.284, -2386.373, 714.460
0.050, -10332.922, -2386.342, 715.434
0.050, -10324.531, -2386.414, 716.743
0.050, -10316.319, -2386.369, 718.449
0.050, -10308.473, -2386.012, 720.585
0.050, -10301.152, -2385.185, 723.157
0.050, -10294.468, -2383.778, 726.149
0.050, -10288.474, -2381.743, 729.533
0.050, -10283.164, -2379.095, 733.271
0.050, -10278.472, -2375.911, 737.325
0.050, -10274.289, -2372.308, 741.657
0.050, -10270.472, -2368.434, 746.230
0.050, -10266.869, -2364.445, 751.005
0.050, -10263.341, -2360.507, 755.946
0.050, -10259.783, -2356.795, 761.050
0.050, -10256.155, -2353.506, 766.266
0.050, -10252.488, -2350.822, 771.494
0.050, -10248.795, -2348.841, 776.717
0.050, -10245.146, -2347.651, 781.881
0.050, -10241.629, -2347.315, 786.938
0.050, -10238.337, -2347.875, 791.843
0.050, -10235.349, -2349.353, 796.563
0.050, -10232.707, -2351.775, 801.102
0.050, -10230.466, -2355.122, 805.412
0.050, -10228.625, -2359.364, 809.485
0.050, -10227.148, -2364.486, 813.354
0.050, -10225.990, -2370.442, 817.041
0.050, -10225.096, -2377.173, 820.578
0.050, -10224.408, -2384.606, 823.999
0.050, -10223.889, -2392.633, 827.360
0.050, -10223.554, -2401.069, 830.744
0.050, -10223.434, -2409.731, 834.197
0.050, -10223.566, -2418.468, 837.730
0.050, -10223.981, -2427.168, 841.342
0.050, -10224.666, -2435.832, 845.075
0.050, -10225.596, -2444.521, 848.969
0.050, -10226.757, -2453.307, 853.030
0.050, -10228.140, -2462.264, 857.245
0.050, -10229.744, -2471.458, 861.586
0.050, -10231.565, -2480.942, 866.016
0.050, -10233.595, -2490.750, 870.501
0.050, -10235.821, -2500.897, 875.003
0.050, -10238.217, -2511.368, 879.480
0.050, -10240.751, -2522.122, 883.884
0.050, -10243.379, -2533.100, 888.175
0.050, -10246.063, -2544.229, 892.319
0.050, -10248.863, -2555.292, 896.366
0.050, -10251.911, -2565.968, 900.380
0.050, -10255.330, -2575.936, 904.356
0.050, -10259.232, -2584.880, 908.241
0.050, -10263.706, -2592.509, 911.943
0.050, -10268.816, -2598.569, 915.344
0.050, -10274.597, -2602.853, 918.319
0.050, -10281.060, -2605.216, 920.754
0.050, -10288.197, -2605.584, 922.573
0.050, -10296.003, -2604.024, 923.800
0.050, -10304.466, -2600.720, 924.519
0.050, -10313.523, -2595.864, 924.785
0.050, -10323.066, -2589.645, 924.620
0.050, -10332.946, -2582.252, 924.025
0.050, -10342.878, -2574.089, 923.147
0.050, -10352.429, -2565.870, 922.276
0.050, -10361.167, -2558.338, 921.620
0.050, -10368.737, -2552.142, 921.248
0.050, -10374.906, -2547.739, 921.125
0.050, -10379.587, -2545.337, 921.152
0.050, -10382.827, -2544.891, 921.188
0.050, -10384.780, -2546.155, 921.062
0.050, -10385.665, -2548.736, 920.592
0.050, -10385.734, -2552.152, 919.596
0.050, -10385.233, -2555.893, 917.912
0.050, -10384.371, -2559.467, 915.418
0.050, -10383.301, -2562.428, 912.049
0.050, -10382.106, -2564.390, 907.810
0.050, -10380.804, -2565.030, 902.774
0.050, -10379.354, -2564.084, 897.067
0.050, -10377.670, -2561.343, 890.857
0.050, -10375.639, -2556.654, 884.326
0.050, -10373.134, -2549.910, 877.660
