Boat_Position_Z,Boat_Velocity_Z,Load_Position_Z,Load_Velocity_Z,Target_Load_Position_Z,Target_Load_Velocity_Z,Action,Winch_Velocity,Reward
-0.7051724892476766,-0.28884310046736944,25.165702752616326,0.26211610492197224,25,0,9,0.009375000000000001,19.903837745315908
-0.7184076502049289,-0.2647032191450456,25.17618239566243,0.20959286092207208,25,0,9,0.03656250000000001,19.92503059610915
-0.7304232769927774,-0.24031253575696956,25.18277386382602,0.1318293632718337,25,0,9,0.08915625000000002,19.94921473368145
-0.7412582997811672,-0.21670045576779576,25.183926485386912,0.023052431217820413,25,0,9,0.17399062500000004,19.965639633388164
-0.7510009367385048,-0.19485273914675036,25.17783207465977,-0.1218882145428779,25,0,9,0.29721656250000006,19.95351901637775
-0.7597828203413856,-0.17563767205761605,25.162448931142833,-0.307662870338703,25,0,9,0.4643699062500001,19.8789539029855
-0.7677698295067105,-0.15974018330649759,25.135519440453145,-0.5385898137937772,25,0,9,0.6804329156250001,19.69155549373685
-0.7751503341911563,-0.1476100936889171,25.094582327810052,-0.8187422528618526,25,0,9,0.9498896240625001,19.32071530664473
-0.7821217766003951,-0.13942884818477505,25.036980827116636,-1.1520300138683126,25,0,9,1.27677566165625,18.671459265572345
-0.7888766150966224,-0.13509676992454714,24.959868113895908,-1.5422542644145665,25,0,9,1.6647230954906251,17.619841215612812
-0.795588644733571,-0.13424059273897326,24.860211302927233,-1.993136219373497,25,0,9,2.1170007859415625,16.00786713119222
-0.8024006049242342,-0.1362392038132626,24.73479515573119,-2.508322943920831,25,0,9,2.636550707347406,13.637982399576693
-0.8094138249545109,-0.1402644006055334,24.58022642334197,-3.0913746477844484,25,0,9,3.226020636612666,10.267192931375302
-0.8166804776903395,-0.14533305471657212,24.392939515381173,-3.7457381592159322,25,0,9,3.8877935729513995,-14.399076789392007
-0.8241988383159142,-0.15036721251149582,24.169203976923008,-4.474710769163295,25,0,9,4.62401421565626,-20.71325849962651
-0.831911792200769,-0.15425907769709554,23.905134089875602,-5.281397740948108,25,0,9,5.4366127940906335,-29.091893459244307
-0.8397087037834047,-0.15593823165271276,23.596700792605674,-6.168665945398573,25,0,9,6.3273265146815705,-40.02168821139361
-0.8474306352663379,-0.15443862965866498,23.239746008472544,-7.1390956826625995,25,0,9,7.297718863213413,-54.06518128090011
-0.854878772628369,-0.1489627472406211,22.829999359518908,-8.194932979072718,25,0,9,8.349196976892072,-71.865829311182
-0.8618257601329522,-0.13893975009166395,22.363097086956984,-9.338045451238486,25,0,9,9.483027279202865,-94.15234982221052
-0.8680294533498231,-0.12407386433741684,21.834602790266118,-10.569885933817318,25,0,9,10.700349551282578,-121.74222814930025
-0.8732483778582678,-0.10437849016889493,21.240029338443136,-11.891469036459625,25,0,9,12.00218959615432,-155.54441522084636
-0.8772579463825557,-0.0801913704857571,20.574861031310185,-13.30336614265903,25,0,9,13.389470636538888,-196.56140561786376
-0.8798662786966837,-0.05216664628255836,19.83457484721886,-14.805723681826493,25,0,9,14.863023572885,-245.8910707515819
-0.8809283364652095,-0.02124115537051772,19.01768809944369,-16.337734955503436,25,0,9,16.363023572884998,-302.70963915181653
-0.8803570812758461,0.011425103787267146,18.124101304600124,-17.871735896871286,25,0,9,17.863023572884998,-366.6769268369194
-0.8781305266286171,0.044531092944580034,17.153783315909784,-19.4063597738068,25,0,9,19.363023572884998,-438.16991592412234
-0.8742938917464809,0.0767326976427255,16.10677375487529,-20.940191220689854,25,0,9,20.863023572884998,-517.5810814060313
-0.8689565446932932,0.10674694106375232,14.983180110256818,-22.471872892369475,25,0,9,22.363023572884998,-605.3217519943647
-0.8622839736937898,0.13345141999006743,13.783169785003686,-24.000206505062636,25,0,9,23.863023572884998,-701.8271923577051
-0.8544855547887233,0.1559683781013297,12.506957886103002,-25.524237978013673,25,0,9,25.363023572884998,-807.5628256178795
-0.8457992990338553,0.1737251150973611,11.154791937014117,-27.043318981777702,25,0,9,26.863023572884998,-923.0308878575474
-0.83647499904107,0.18648599985570605,9.726934896352795,-28.557140813226454,25,0,9,28.363023572884998,-1048.77680908669
-0.826757232241203,0.1943553359973415,8.223647883848855,-30.06574025007879,25,0,9,29.863023572884998,-1185.3947271102968
-0.8168695408821824,0.1977538271804105,6.645173879613125,-31.5694800847146,25,0,9,31.363023572884998,-1333.5317147288279
-0.8070008517939113,0.19737378176542247,4.9917234325083015,-33.069008942096474,25,0,9,32.863023572885,-1493.890483613694
-0.7972948884895887,0.19411926608645158,3.2634631465083785,-34.56520571999846,25,0,9,34.363023572885,-1667.2304808490137
-0.7878430220315293,0.18903732916118873,1.46050745399873,-36.05911385019297,25,0,9,35.863023572885,-1854.3674009844278
