Position_X,Position_Y,Position_Z,Orientation_Roll,Orientation_Pitch,Orientation_Yaw,Angular_Velocity_Roll,Angular_Velocity_Pitch,Angular_Velocity_Yaw,Load_Position_X,Load_Position_Y,Load_Position_Z,Wave_Height,Load_Velocity_Z,Buoyant_Force_1_X,Buoyant_Force_1_Y,Buoyant_Force_2_X,Buoyant_Force_2_Y
0.0,0.0,-0.8983397034400836,-0.0013970119698837086,0.00010069528838514344,0.0,-0.00406134042609442,-0.005079842104202192,0.0,15.0,0.0,25.350122404007372,-0.4834243578546802,0.14134980172557926,10545.740260908235,10589.066653661514,10505.591789391408,10548.918182144687
0.0,0.0,-0.8900648576806165,-0.0013968763712995953,-0.00017200101156932663,0.0,2.7119716822666257e-06,-0.005453925999089401,0.0,15.0,0.0,25.34146746512242,-0.4779199118072273,0.16549691518934362,10496.191135858613,10546.502890833912,10469.331063836318,10519.642818811613
0.0,0.0,-0.8807344739597585,-0.001185937195343749,-0.00045331225732350185,0.0,0.004218783519116925,-0.005626224915083505,0.0,15.0,0.0,25.331741639278242,-0.47169028993402246,0.1866076744171598,10436.54059367283,10488.734300818689,10424.16914063693,10476.362847782788
0.0,0.0,-0.870521677540123,-0.0007779844901306067,-0.0007327498273648726,0.0,0.008159054104262844,-0.005588751400827415,0.0,15.0,0.0,25.321137701928286,-0.4647449448045675,0.20425592839270904,10370.758085996831,10419.537450566024,10373.448768834396,10422.228133403585
0.0,0.0,-0.8596089873659989,-0.00020681834544657434,-0.0009998795507104828,0.0,0.011423322893680646,-0.005342594466912205,0.0,15.0,0.0,25.309858790458108,-0.4570944149971006,0.21825380348248263,10303.065469621872,10343.476125816815,10320.740088483051,10361.150744677996
0.0,0.0,-0.8481762234279174,0.00047715270539598056,-0.0012447732093539515,0.0,0.013679421016851098,-0.004897873172869374,0.0,15.0,0.0,25.29810545009648,-0.44875030910785213,0.22865527876162842,10237.642013523315,10265.571821678368,10269.573996323888,10297.503804478942
0.0,0.0,-0.8363891699128498,0.0012119905417977475,-0.0014584380739693856,0.0,0.014696756728035339,-0.0042732972923086796,0.0,15.0,0.0,25.28606333148513,-0.43972528813652934,0.2357410703013511,10178.349740599826,10190.94405171925,10223.195701133556,10235.790012252979
0.0,0.0,-0.8243897764405975,0.0019304707744890604,-0.0016332057751390046,0.0,0.014369604653826258,-0.0034953540233923783,0.0,15.0,0.0,25.273892422207084,-0.4300330462751492,0.23998786944504527,10128.499253992875,10124.449205707262,10184.35739060757,10180.30734232196
0.0,0.0,-0.8122884796216912,0.002566860060933056,-0.0017630635785390967,0.0,0.012727785728879911,-0.0025971560680018413,0.0,15.0,0.0,25.261718506708675,-0.4196882901289954,0.24202593637812717,10090.67030046508,10070.345027451562,10155.163093573647,10134.837820560128
0.0,0.0,-0.8001590141509423,0.0030635429938774906,-0.0018439136427635503,0.0,0.009933658658888683,-0.0016170012844890713,0.0,15.0,0.0,25.249627313508228,-0.4087067164013979,0.24258930941497747,10066.594645062907,10032.004052603064,10136.972253570222,10102.381661110378
0.0,0.0,-0.7880358828095492,0.0033768293864822213,-0.0018737489819416135,0.0,0.006265727852094617,-0.0005967067835612643,0.0,15.0,0.0,25.23766156006939,-0.3971049880762724,0.24246262682786165,10057.102453661508,10011.694319944945,10130.362309176511,10084.954175459945
0.0,0.0,-0.7759144823734261,0.003481355656623234,-0.001852738489692363,0.0,0.0020905254028202504,0.0004202098449850075,0.0,15.0,0.0,25.22582087704898,-0.38490070913433844,0.24242800872246245,10062.128145220302,10010.44005106691,10135.145538237788,10083.457444084392
0.0,0.0,-0.7637537407187189,0.003372636065648943,-0.0017832173421491293,0.0,-0.0021743918194858172,0.0013904229508646785,0.0,15.0,0.0,25.214064409160876,-0.37211239784162664,0.243214833094142,10080.768054501274,10027.969294200198,10150.432029199828,10097.633268898751
0.0,0.0,-0.7514810048763227,0.003067506373033819,-0.0016695832109194899,0.0,-0.006102593852302479,0.0022726826245927888,0.0,15.0,0.0,25.202315760580937,-0.3587594586505657,0.2454547168479244,10111.380308842876,10062.750034620563,10174.728953123258,10126.098678900946
0.0,0.0,-0.7389988226835957,0.0026024151648370267,-0.0015181028055937375,0.0,-0.009301824163935844,0.0030296081065150473,0.0,15.0,0.0,25.190469874652393,-0.3448621527565166,0.2496436438545413,10151.71679974565,10112.111081233543,10206.06604408837,10166.460325576261
0.0,0.0,-0.7261931753423594,0.002029735301542755,-0.0013366371580094088,0.0,-0.01145359726588543,0.0036293129516865716,0.0,15.0,0.0,25.17840139459573,-0.3304415673543042,0.25611294682472646,10199.077536566028,10172.439133408669,10242.137857691168,10215.49945453381
0.0,0.0,-0.7129426422427964,0.0014124677760988173,-0.001134297593270915,0.0,-0.012345350508878757,0.004046791294769876,0.0,15.0,0.0,25.16597402291199,-0.31551958364130506,0.26501066199126,10250.478460078164,10239.438799473859,10280.454411015598,10269.414750411293
0.0,0.0,-0.6991279164099485,0.0008178726379093511,-0.0009210473534839716,0.0,-0.011891902763789323,0.004265004795738869,0.0,15.0,0.0,25.153050365155167,-0.300118843615882,0.2762945166569568,10302.824514047097,10308.438065416078,10318.492748634408,10324.106300003388
0.0,0.0,-0.684641048106576,0.00031067008634499146,-0.0007072662145475506,0.0,-0.010144051031287191,0.004275622778728419,0.0,15.0,0.0,25.1395017036184,-0.2842627157213452,0.28973736606745154,10353.080176757807,10374.718054409459,10353.842571847083,10375.480449498737
0.0,0.0,-0.6693937882206211,-5.3501670309685757e-05,-0.0005032970548519756,0.0,-0.007283435133093544,0.0040793831939114995,0.0,15.0,0.0,25.12521710854991,-0.2679752593876347,0.30494519771909784,10398.429755290621,10433.843301630968,10384.339317674147,10419.75286401449
0.0,0.0,-0.6533244445739463,-0.00023371111093926355,-0.0003189941221989936,0.0,-0.0036041888125915556,0.00368605865305964,0.0,15.0,0.0,25.11011128179576,-0.25128118852458337,0.32138687293349605,10436.419790371654,10481.967722187152,10408.178220418624,10453.726152234125
0.0,0.0,-0.6364027609722097,-0.00020787267114726857,-0.00016329266694852803,0.0,0.0005167687958398995,0.0031140291050093115,0.0,15.0,0.0,25.094130567387445,-0.23420583402196027,0.33843367203473307,10465.076286301794,10516.092464738098,10424.003304546313,10475.019482982618
0.0,0.0,-0.618632479709633,2.5017341428087308e-05,-4.3818672520646844e-05,0.0,0.004657800251507117,0.0023894798885576237,0.0,15.0,0.0,25.077256675281248,-0.21677510531358207,0.35540562525153546,10482.990524032377,10534.255208260913,10430.966296328466,10482.230980557002
0.0,0.0,-0.6000514415705064,0.0004447739152141975,3.344433502483219e-05,0.0,0.008395131475722203,0.0015452601509095805,0.0,15.0,0.0,25.05950785040944,-0.19901545106323687,0.3716207627825321,10489.369115323736,10535.636114419984,10428.752282970965,10475.019282067215
0.0,0.0,-0.5807292913888875,0.0010120563812483266,6.441689942977365e-05,0.0,0.01134564932068258,0.0006194512880988291,0.0,15.0,0.0,25.0409374595648,-0.18095381903272736,0.38644300363237755,10484.046616057294,10520.573113625118,10417.57149869638,10454.097996264203
0.0,0.0,-0.5607630641567649,0.001672336111995694,4.710227931484221e-05,0.0,0.013205594614947342,-0.00034629240229862887,0.0,15.0,0.0,25.021630224809577,-0.1626176151924088,0.39932454464245115,10467.462063144805,10490.487619678584,10398.119508365391,10421.145064899174
0.0,0.0,-0.5402710987189873,0.0023613982928765353,-1.8325657947190963e-05,0.0,0.013781243617616831,-0.0013085587452406635,0.0,15.0,0.0,25.00169655714611,-0.14403466213640764,0.40983930875555385,10440.603681657669,10447.730047378884,10371.510747029974,10378.637112751194
0.0,0.0,-0.519385841752966,0.0030118222216787087,-0.00012952912813804908,0.0,0.013008478576043465,-0.0022240694038171624,0.0,15.0,0.0,24.981265596749097,-0.12523315686598005,0.41770513932042547,10404.928174082397,10395.361556359681,10339.19231373826,10329.625696015546
0.0,0.0,-0.49824615330781874,0.0035597857169963306,-0.0002821074201604627,0.0,0.010959269906352431,-0.0030515658404482717,0.0,15.0,0.0,24.96047762273642,-0.10624162800435297,0.4227937689029448,10362.262078034622,10336.893396300402,10302.84574553711,10277.47706380289
0.0,0.0,-0.4769897081965664,0.003951506487038004,-0.00046978778365658054,0.0,0.00783441540083347,-0.003753607269922357,0.0,15.0,0.0,24.939476457187887,-0.08708889250871468,0.4251289022250469,10314.692586709127,10276.007612450168,10264.284147991812,10225.599173732851
0.0,0.0,-0.4557460168482612,0.004148670049363476,-0.0006846978954063465,0.0,0.00394327124650944,-0.004298202234995319,0.0,15.0,0.0,24.91840237843327,-0.06780401194444999,0.4248738269661034,10264.454204961301,10216.282668252326,10225.350780157616,10177.179243448642
0.0,0.0,-0.43463048280322303,0.004132296237215124,-0.0009177080361268972,0.0,-0.0003274762429670494,-0.004660202814411015,0.0,15.0,0.0,24.89738591466078,-0.04841624838840878,0.4223106809007631,10213.81612017356,10160.945126165674,10187.823453322771,10134.952459314882
0.0,0.0,-0.41373979104770076,0.003904654046975647,-0.001158828083063109,0.0,-0.004552843804789545,-0.004822400938724234,0.0,15.0,0.0,24.876542748689637,-0.02895502002784922,0.41781383511044584,10164.973719169055,10112.66451330913,10153.327433085346,10101.018227225422
0.0,0.0,-0.3931487981417495,0.0034890315970984138,-0.0013976420479070166,0.0,-0.008312448997544662,-0.004776279296878156,0.0,15.0,0.0,24.855969855495772,-0.009449856522398112,0.4118198581190241,10119.946694783212,10073.403564881733,10123.258357485645,10076.715227584167
0.0,0.0,-0.3729089827366041,0.002927384417230393,-0.0016237612613923557,0.0,-0.011232943597360419,-0.004522384269706784,0.0,15.0,0.0,24.83574292525295,0.010069645802851903,0.4047963081029077,10080.485854720222,10044.330783853467,10098.71620435481,10062.561133488054
0.0,0.0,-0.3530484192025825,0.002276099400860013,-0.0018272764925528556,0.0,-0.013025700327407604,-0.004070304623209995,0.0,15.0,0.0,24.81591508805296,0.029573868865780256,0.3972112706804321,10047.991016164979,10025.797120660427,10080.451510074909,10058.257614570359
0.0,0.0,-0.3335731588393203,0.001600301996175976,-0.00199918932868547,0.0,-0.013515948093680737,-0.003438256722652289,0.0,15.0,0.0,24.796516932552862,0.049033217768319315,0.3895052072652434,10023.442983328907,10017.373842492472,10068.82560478889,10062.756463952455
0.0,0.0,-0.31446984102239217,0.0009672813778071322,-0.002131804035114365,0.0,-0.012660412367376877,-0.0026522941285778995,0.0,15.0,0.0,24.77755777848494,0.06841816570258893,0.38206635633856345,10007.353200815362,10017.944501943977,10063.787227205674,10074.378528334291
0.0,0.0,-0.2957093083523333,0.00043969751073258195,-0.00221906282889646,0.0,-0.010551677341491005,-0.0017451758756418963,0.0,15.0,0.0,24.759028109102985,0.08769929875369445,0.3752106534011776,9999.734907988028,10025.840463770604,10064.868170348529,10090.973726131106
0.0,0.0,-0.2772509636611418,6.925609782739312e-05,-0.0022568099656851562,0.0,-0.007408828258103776,-0.0007549427357739251,0.0,15.0,0.0,24.74090299460108,0.10684736053110638,0.3691668938238295,10000.09925559041,10039.00685003854,10071.200352931883,10110.10794738001
0.0,0.0,-0.25904758206331713,-0.00010850987128825597,-0.0022429731446172484,0.0,-0.0035553193823129815,0.00027673642135815873,0.0,15.0,0.0,24.723146255087478,0.12583329656109102,0.36406763195649366,10007.478815421278,10055.18417927912,10081.555834766286,10129.261198624128
0.0,0.0,-0.24105027880231922,-7.782506818098775e-05,-0.0021776543417263484,0.0,0.0006136960621453643,0.0013063760578179995,0.0,15.0,0.0,24.70571504341897,0.14462829837285476,0.35994606521995803,10020.47930581041,10072.090551462048,10094.409880672552,10146.021126324189
0.0,0.0,-0.2232133348661221,0.00015573863970339203,-0.0020631261261434054,0.0,0.004671274157687595,0.0022905643116588625,0.0,15.0,0.0,24.688564494912335,0.1632038472111932,0.35673887872394244,10037.358371357774,10087.590046389063,10108.02541843864,10158.257093469929
0.0,0.0,-0.205498598657447,0.0005658285145520323,-0.0019037336224374077,0.0,0.008201797496972805,0.0031878500741199514,0.0,15.0,0.0,24.67165210444344,0.18153175730977567,0.35429472417350216,10056.128142178484,10099.835017422789,10120.55536954264,10164.262244786945
0.0,0.0,-0.1878792140885093,0.0011079759662909,-0.001705706381391171,0.0,0.01084294903477735,0.0039605448209247334,0.0,15.0,0.0,24.65494154982641,0.19958421865898285,0.3523876913787537,10074.676288644372,10107.37298832748,10130.15757882553,10162.854278508634
0.0,0.0,-0.17034247268411393,0.0017240912345882395,-0.0014768883373572678,0.0,0.012322305365946789,0.004576360880678063,0.0,15.0,0.0,24.638405768652504,0.21733383920368854,0.35073482808790757,10090.898566846032,10109.21257634234,10135.115604611938,10153.429614108245
0.0,0.0,-0.1528916473610774,0.0023483339394286097,-0.0012263975964090818,0.0,0.012484854096807406,0.005009814818963719,0.0,15.0,0.0,24.622029191420864,0.23475368640684457,0.34901650646073046,10102.834550295125,10104.846858250352,10133.957575747196,10135.969883702426
0.0,0.0,-0.13554673466601574,0.0029137667028366248,-0.0009642308599689716,0.0,0.011308655268160304,0.005243334728802201,0.0,15.0,0.0,24.605809114908553,0.2518173281157646,0.34689825390123313,10108.797463806435,10094.236436756637,10125.564765318602,10111.003738268804
0.0,0.0,-0.1183441053162956,0.0033591199106769876,-0.0007008297056663938,0.0,0.008907064156807257,0.005268023086051555,0.0,15.0,0.0,24.589756252678114,0.26849887266919575,0.34405258699440283,10107.488862538958,10077.75777093659,10109.261549189507,10079.530457587141
0.0,0.0,-0.1013351341449085,0.003634984472719124,-0.0004466276101829431,0.0,0.005517291240842725,0.005084041909669015,0.0,15.0,0.0,24.5738945231737,0.28477300818420725,0.34017942342774204,10098.089413331576,10056.124831070321,10084.879082807103,10042.914500545849
0.0,0.0,-0.08458394425903237,0.0037088072849061787,-0.00021159743286364386,0.0,0.0014764562437410951,0.0047006035463859844,0.0,15.0,0.0,24.558260140264053,0.3006150409634855,0.3350237977175225,10080.318295249448,10030.293678349752,10052.786393550541,10002.761776650845
0.0,0.0,-0.06816445135839268,0.0035681850917710254,-4.819049834007237e-06,0.0,-0.0028124438627030674,0.004135567660592732,0.0,15.0,0.0,24.542900072649218,0.3160009329643792,0.3283898580127938,10054.45574465421,10001.360127915972,10013.88464648756,9960.789029749321
0.0,0.0,-0.052156929014999145,0.0032221242890306317,0.00016591405684408334,0.0,-0.006921216054807874,0.0034146621335618115,0.0,15.0,0.0,24.52786995191115,0.33090733827337815,0.3201504468678707,10021.32593920396,9970.46029261405,9969.563008703179,9918.697362113271
0.0,0.0,-0.03664433232230406,0.002700139515634867,0.0002944321479519307,0.0,-0.01043969546791529,0.002570361822156948,0.0,15.0,0.0,24.513231540427633,0.34531163853016933,0.31025193385390176,9982.240546268451,9938.682637925778,9921.617613089706,9878.059704747035
0.0,0.0,-0.021708615635877445,0.002049281981012778,0.0003764558412299487,0.0,-0.013017150692441784,0.0016404738655603594,0.0,15.0,0.0,24.49904991471528,0.3591919772477035,0.2987143337285323,9938.90655420404,9906.998341866618,9872.13830926882,9840.230096931398
0.0,0.0,-0.0074272619526500674,0.0013293974276389962,0.00040978038702982236,0.0,-0.014397691067475637,0.0006664909159974732,0.0,15.0,0.0,24.485390562309505,0.37252729297652754,0.28562707366454754,9893.305098050576,9876.214400165609,9823.370830212203,9806.280132327238
0.0,0.0,0.006129789868764668,0.0006070924038062588,0.0003943695774093086,0.0,-0.014446100476654749,-0.00030821619241027504,0.0,15.0,0.0,24.472316612848836,0.38529735126236075,0.2711410364282947,9847.550523773903,9846.951229753458,9777.564343821861,9776.965049801414
0.0,0.0,0.01890267405907395,-5.098195292120675e-05,0.000332355192403726,0.0,-0.013161487134549309,-0.001240287700111653,0.0,15.0,0.0,24.459886412746982,0.3974827753491,0.25545768380618555,9803.740615527458,9819.643733627378,9736.815815576778,9752.718933676704
0.0,0.0,0.030843481540730043,-0.0005848504050667189,0.00022794200451100514,0.0,-0.010677369042910242,-0.0020882637578544163,0.0,15.0,0.0,24.448151604492452,0.40906507558033034,0.23881614963312187,9763.809569846351,9794.562181524694,9702.92302209181,9733.67563377015
0.0,0.0,0.041917441123741093,-0.0009472597001808759,8.722248190298602e-05,0.0,-0.00724818590228314,-0.0028143904521603824,0.0,15.0,0.0,24.437155795861457,0.42002667745468647,0.22147919166022095,9729.394918518645,9771.84714841321,9677.257415984725,9719.709645879295
0.0,0.0,0.052103382365155576,-0.0011084397279249026,-8.209073262531051e-05,0.0,-0.0032236005548805305,-0.00338626429056593,0.0,15.0,0.0,24.426933820790197,0.43035094829273957,0.2037188248282897,9701.72829302348,9751.551431373395,9660.666476195518,9710.489614545431
0.0,0.0,0.06139349991674902,-0.0010590990549383893,-0.0002710029114865563,0.0,0.0009868134597302665,-0.003778243577224916,0.0,15.0,0.0,24.417511524957582,0.4400222224746809,0.1858023510318689,9681.557894740012,9733.681543890105,9653.412903226614,9705.536552376705
0.0,0.0,0.0697924688798126,-0.0008113524629543527,-0.0004696311799459828,0.0,0.004954931839680732,-0.0039725653691885295,0.0,15.0,0.0,24.40890597255074,0.44902582521073753,0.16797937926127146,9669.108025826543,9718.232127480898,9655.155285817627,9704.279387471981
0.0,0.0,0.07731598475609597,-0.00039748689187734304,-0.0006676371569520096,0.0,0.008277311421540192,-0.003960119540120535,0.0,15.0,0.0,24.40112597168401,0.4573480948080441,0.15047031752566747,9664.078263604604,9705.208308345156,9664.97190187319,9706.101946613742
0.0,0.0,0.08398882111366482,0.00013330961916666132,-0.000854679473061397,0.0,0.010615930220880086,-0.0037408463221877495,0.0,15.0,0.0,24.39417284620651,0.46497640340033985,0.133456727151377,9665.6819949357,9694.633377595894,9681.426298573178,9710.37768123337
0.0,0.0,0.08984251421909968,0.0007199257554624048,-0.0010208664712037414,0.0,0.011732322725914868,-0.003323739962846887,0.0,15.0,0.0,24.388041422437738,0.4718991761089738,0.11707386210869727,9672.721190779801,9686.541788201139,9702.670355146567,9716.490952567905
0.0,0.0,0.09491279728439372,0.0012955089085039525,-0.0011571893813096786,0.0,0.011511663060830955,-0.0027264582021187425,0.0,15.0,0.0,24.382721228993617,0.4781059086061503,0.10140566130588095,9683.691607350658,9680.959907143982,9726.577783715982,9723.846083509308
0.0,0.0,0.09923691747766722,0.0017942270499895644,-0.0012559171042788766,0.0,0.009974362829712239,-0.001974554459383961,0.0,15.0,0.0,24.3781979101949,0.4835871830537489,0.08648240386546986,9696.910189054466,9677.87886125514,9750.898611490624,9731.867283691301
0.0,0.0,0.10285097543388695,0.002157927636257372,-0.001310935411856778,0.0,0.007274011725356152,-0.0011003661515580252,0.0,15.0,0.0,24.374454824520022,0.4883346823935669,0.0722811591243947,9710.654510702769,9677.224923094329,9773.423302708545,9739.993715100103
