Boat_Position_Z,Boat_Velocity_Z,Load_Position_Z,Load_Velocity_Z,Target_Load_Position_Z,Target_Load_Velocity_Z,Action,Winch_Velocity,Reward
-0.6845587370378355,-0.2337827457199516,24.996304499731522,-2.7822702479447514,25.0,0.0,12,3.0,12.258958610679217
-0.6950017718172261,-0.208860695587812,24.955882887037795,-0.8084322538745425,25.0,0.0,8,1.0,19.344490971239207
-0.7043080437570296,-0.18612543879606874,24.914280595409878,-0.8320458325583502,25.0,0.0,8,1.0,19.300351916199
-0.7126383041273562,-0.16660520740653165,24.871678158406162,-0.8520487400743093,25.0,0.0,8,1.0,19.25754644950775
-0.7201936363764176,-0.1511066449812296,24.828297483609354,-0.8676134959361548,25.0,0.0,8,1.0,19.217765067534565
-0.7272013433906148,-0.1401541402839438,24.784387037328223,-0.87820892562263,25.0,0.0,8,1.0,19.182260133284643
-0.733898944180142,-0.13395201579054328,24.740205091892,-0.8836389087244356,25.0,0.0,8,1.0,19.151688884709444
-0.7405175236590185,-0.1323715895775281,24.696002300532555,-0.8840558271889165,25.0,0.0,8,1.0,19.12603069313182
-0.747265635317763,-0.1349622331748906,24.652004845153122,-0.8799491075886579,25.0,0.0,8,1.0,19.104588940257024
-0.7543148031207958,-0.14098335606065523,24.608399262286085,-0.8721116573407528,25.0,0.0,8,1.0,19.086070119352282
-0.7617874554457801,-0.1494530464996864,24.640319835583135,0.6384114659410045,25.0,0.0,5,-0.5,19.463060979480115
-0.7697478987230422,-0.15920886554524252,24.59783919819745,-0.849612747713735,25.0,0.0,8,1.0,19.116424868415844
-0.7781967368474576,-0.16897676248830787,24.630962557597456,0.6624671880001642,25.0,0.0,5,-0.5,19.424948590928146
-0.7870689804327822,-0.1774448717064903,24.589625765249636,-0.8267358469564101,25.0,0.0,8,1.0,19.14810082681032
-0.796235964290587,-0.1833396771560961,24.623697310861083,0.681430912228933,25.0,0.0,5,-0.5,19.394048198005663
-0.8055110838316414,-0.18550239082108913,24.582984212545405,-0.814261966313552,25.0,0.0,8,1.0,19.163075283228814
-0.8146592447272937,-0.18296321791304512,24.61724167253994,0.6851491998907022,25.0,0.0,5,-0.5,19.38406663664911
-0.8234097679080731,-0.17501046361558822,24.57618623867046,-0.821108677389617,25.0,0.0,8,1.0,19.146162435623182
-0.8314722843565676,-0.1612503289698908,24.60951202514091,0.6665157294089852,25.0,0.0,5,-0.5,19.403275923940853
-0.8385548876822078,-0.14165206651280188,24.56690928996523,-0.8520547035135451,25.0,0.0,8,1.0,19.086435219102025
-0.8443835064854601,-0.11657237606504824,24.59808435538922,0.6235013084797458,25.0,0.0,5,-0.5,19.449709932941143
-0.8487211583597476,-0.0867530374857488,24.552779539025003,-0.9060963272843026,25.0,0.0,8,1.0,18.97898330496721
-0.8513855207351159,-0.053287247507364285,24.58079151174462,0.5602394543923594,25.0,0.0,5,-0.5,19.51039599711679
-0.8522631778110746,-0.01755314151917637,24.606986399940432,0.5238977639162101,25.0,0.0,5,-0.5,19.571071443131814
-0.8513190424751915,0.018882706717663317,24.63131007706673,0.48647354252594255,25.0,0.0,5,-0.5,19.62741123314972
-0.848599834578921,0.054384157925411826,24.6537924727631,0.44964791392743564,25.0,0.0,5,-0.5,19.677957101585218
-0.8442310922692878,0.08737484619266289,24.67454533502527,0.4150572452434176,25.0,0.0,5,-0.5,19.721806744217133
-0.8384079111586987,0.11646362221178307,24.69375361524459,0.3841656043863395,25.0,0.0,5,-0.5,19.75862994023072
-0.8313803159623828,0.14055190392631894,24.711661368762577,0.35815507035977134,25.0,0.0,5,-0.5,19.788585779311717
-0.8234347359630697,0.15891159998626264,24.72855363435093,0.3378453117670688,25.0,0.0,5,-0.5,19.812177415892926
-0.8148733812573596,0.1712270941142004,24.744736075543535,0.32364882385209626,25.0,0.0,5,-0.5,19.830091767690238
-0.8059933674599945,0.17760027594730385,24.760514205154166,0.31556259221261485,25.0,0.0,5,-0.5,19.843066804463113
-0.7970672461837395,0.17852242552509992,24.776173812858246,0.31319215408160517,25.0,0.0,5,-0.5,19.85181251257131
-0.7883262486099147,0.17481995147649446,24.716963863887187,-1.1841989794211827,25.0,0.0,8,1.0,18.51756332279216
-0.7799471370460483,0.16758223127732677,24.73308273717796,0.32237746581543547,25.0,0.0,5,-0.5,19.824827944342008
-0.7720431678408863,0.15807938410324018,24.74966830705862,0.3317113976132191,25.0,0.0,5,-0.5,19.827301592202588
-0.7646593499324875,0.14767635816797614,24.691792089486263,-1.1575243514471367,25.0,0.0,8,1.0,18.56514525970364
-0.7577719527060103,0.1377479445295457,24.70945747821878,0.3533077746503466,25.0,0.0,5,-0.5,19.79075865940863
-0.7512920621959112,0.1295978102019821,24.727601965152168,0.36288973866774654,25.0,0.0,5,-0.5,19.794110348180695
-0.7450728766547611,0.12438371082300159,24.746103136001025,0.3700234169771477,25.0,0.0,5,-0.5,19.79861905334004
-0.7389203371463077,0.12305079016906743,24.68978812264684,-1.1263002670837352,25.0,0.0,8,1.0,18.635216299516134
-0.7326065775347842,0.12627519223046924,24.708446054015056,0.37315862736434724,25.0,0.0,5,-0.5,19.775748935404163
-0.7258855352607289,0.13442084548110736,24.72684287285893,0.367936376877509,25.0,0.0,5,-0.5,19.79000800646229
-0.7185098913674328,0.14751287786591968,24.74473768912575,0.3578963253363554,25.0,0.0,5,-0.5,19.80675137295787
-0.7102483264531101,0.165231298286454,24.686899650179278,-1.1567607789294243,25.0,0.0,8,1.0,18.563872671272733
