Wall time,Step,Value
1716511344.0222104,4004,63.914764404296875
1716511349.5992732,8008,139.80250549316406
1716511354.0654793,10000,90.30436706542969
1716511358.891144,13003,108.82400512695312
1716511364.4998171,17007,281.61346435546875
1716511370.9358582,20000,161.41510009765625
1716511373.9074306,22002,113.70436096191406
1716511379.4954803,26006,163.24560546875
1716511384.6735423,29857,111.21795654296875
1716511388.9060848,30000,232.553955078125
1716511394.8209026,34004,212.92254638671875
1716511400.464469,37929,229.65695190429688
1716511407.057021,40000,134.475341796875
1716511409.8306346,42002,20645.462890625
1716511414.8620973,45593,51.55509948730469
1716511419.8576655,48968,66.74075317382812
1716511424.7164776,50000,114.38735961914062
1716511429.004883,53003,179.9780731201172
1716511433.4056258,56027,76.03604125976562
1716511435.8836453,57750,76.61068725585938
1716511443.2554247,60000,97.9871826171875
1716511445.5317602,61570,106.222412109375
1716511451.358032,65574,149.0423583984375
1716511457.4156997,69578,212.022216796875
1716511459.9534023,70000,55.551727294921875
1716511465.7807527,74004,196.50921630859375
1716511470.9719706,77592,18.04693603515625
1716511478.2425609,80000,50.266998291015625
1716511481.247698,82002,171.95343017578125
1716511487.3167117,86006,85.48989868164062
1716511497.0061517,90000,115.76812744140625
1716511498.5531557,91001,32.727294921875
1716511505.212168,95005,66.47198486328125
1716511511.3221514,99009,99.00137329101562
1716511516.6588507,100000,180.67034912109375
1716511523.1351435,104004,148.62640380859375
1716511529.2962627,108008,90.52249145507812
1716511536.0925574,110000,57.72039794921875
1716511540.76025,113003,50.68182373046875
1716511546.8866913,117007,58.03590393066406
1716511555.301385,120000,15.49639892578125
1716511558.490667,122002,25.422203063964844
1716511564.7109847,126006,29.67772102355957
1716511574.4753213,130000,50.71183776855469
1716511576.0549457,131001,24.136001586914062
1716511582.2909613,135005,45.665016174316406
1716511588.701289,139009,47.72269821166992
1716511593.9998014,140000,51.34336471557617
1716511600.138169,144004,70.43672180175781
1716511606.6517773,148008,24.636981964111328
1716511613.696339,150000,15.485546112060547
1716511618.6327612,153003,19.163070678710938
1716511624.827563,157007,19.157665252685547
1716511633.0365906,160000,24.06218719482422
1716511636.1307254,162002,25.841289520263672
1716511642.3092327,166006,24.603364944458008
1716511652.4323413,170000,15.957201957702637
1716511654.090232,171001,15.38424301147461
1716511660.3006313,175005,18.70444107055664
1716511666.5135353,179009,9.75579833984375
1716511671.7965424,180000,12.990821838378906
1716511678.148257,184004,20.650386810302734
1716511684.390026,188008,19.764358520507812
1716511691.26321,190000,24.489351272583008
1716511695.848973,193003,11.617277145385742
1716511701.9938745,197007,14.620460510253906
1716511710.4069207,200000,14.408990859985352
